task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,guided_norm_dec,guided_norm_pred,guided_scale,guided_ratio_pred_over_dec,guided_dir_norm,loss_dec_normalized,loss_dec_normalized_true
md_knapsack,fpto,11,0,0.0,0,1.0,0.0,0.0005,0.0,6.835025517009671,2.2061958397460324,1e-06,1.6395331552665635,0.7508135647821683,1.6395331552665635,0.0008197665776331347,0.0,0.0,0.5097794814208063,0,0.0,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,fpto,11,0,0.0,5,1.0,0.0,0.0004987531172069826,0.0,6.82829626272329,2.204621653297679,1e-06,1.6437521020705816,0.7538108883087834,1.6437521020705816,0.0008198264848230777,0.0,0.0,0.5112727163400611,0,0.0,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,fpto,11,0,0.0,10,1.0,0.0,0.0004975124378109454,0.0,6.82155301410459,2.2030389328962894,1e-06,1.647015592320496,0.7557756415180299,1.647015592320496,0.0008194107424478515,0.0,0.0,0.5119982569547262,0,0.0,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,fpto,11,0,0.0,15,1.0,0.0,0.0004962779156327543,0.0,6.814799983239775,2.2014502873785204,1e-06,1.649473955921038,0.7582770418545409,1.649473955921038,0.000818597496734848,0.0,0.0,0.5134393066050741,0,0.0,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,fpto,22,0,0.0,0,1.0,0.0,0.0005,0.0,6.777146504808092,2.207535509846978,1e-06,1.4067792168651567,0.6961365274130149,1.4067792168651567,0.0007033896084324033,0.0,0.0,0.39865220380326943,0,0.0,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,fpto,22,0,0.0,5,1.0,0.0,0.0004987531172069826,0.0,6.77219244081734,2.2065579865278635,1e-06,1.4072536509347104,0.696250247741753,1.4072536509347104,0.0007018721451044153,0.0,0.0,0.40574448267445534,0,0.0,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,fpto,22,0,0.0,10,1.0,0.0,0.0004975124378109454,0.0,6.767246636481426,2.2055653927893992,1e-06,1.411149425551816,0.6973163911524984,1.411149425551816,0.0007020643908216179,0.0,0.0,0.4058673978407616,0,0.0,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,fpto,22,0,0.0,15,1.0,0.0,0.0004962779156327543,0.0,6.762265847490042,2.204563078583139,1e-06,1.4224166309124149,0.6958421848122613,1.4224166309124149,0.000705913960750406,0.0,0.0,0.4136454850917827,0,0.0,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,dfl,11,0,0.0,0,0.0,0.0,0.0005,0.0,6.835025517009671,2.2061958397460324,233.80285643407825,1e-06,1e-06,233.80285643407825,0.11690142821703914,0.0,0.0,0.0,161,2702.426400002878,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,dfl,11,0,0.0,5,0.0,0.0,0.0004987531172069826,0.0,6.737683987348018,2.213219544067315,209.5501445151486,1e-06,1e-06,209.5501445151486,0.10451378778810404,0.0,0.0,0.0,161,2772.81320000111,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,dfl,11,0,0.0,10,0.0,0.0,0.0004975124378109454,0.0,6.743057304072316,2.262545466053212,159.2560530539007,1e-06,1e-06,159.2560530539007,0.07923186719099537,0.0,0.0,0.0,161,2827.4477000013576,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,dfl,11,0,0.0,15,0.0,0.0,0.0004962779156327543,0.0,6.791061890485301,2.3025393600702246,143.39435117044826,1e-06,1e-06,143.39435117044826,0.07116344971238124,0.0,0.0,0.0,161,2815.2269999991404,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,dfl,22,0,0.0,0,0.0,0.0,0.0005,0.0,6.777146504808092,2.207535509846978,178.5611314224155,1e-06,1e-06,178.5611314224155,0.08928056571120775,0.0,0.0,0.0,161,2667.089300000953,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,dfl,22,0,0.0,5,0.0,0.0,0.0004987531172069826,0.0,6.73027459244981,2.263442267324267,204.20560320642085,1e-06,1e-06,204.20560320642085,0.1018481811503346,0.0,0.0,0.0,161,2680.64349999986,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,dfl,22,0,0.0,10,0.0,0.0,0.0004975124378109454,0.0,6.753103979889372,2.354013406526702,180.14004423249645,1e-06,1e-06,180.14004423249645,0.08962191255348084,0.0,0.0,0.0,161,2700.0480000024254,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,dfl,22,0,0.0,15,0.0,0.0,0.0004962779156327543,0.0,6.703507289595604,2.380846974788195,200.56096082838593,1e-06,1e-06,200.56096082838593,0.09953397559721386,0.0,0.0,0.0,161,2814.3020999996224,0,0,0,cpu,,,,,,0.0,0.0
