task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,guided_norm_dec,guided_norm_pred,guided_scale,guided_ratio_pred_over_dec,guided_dir_norm,loss_dec_normalized,loss_dec_normalized_pred_obj,mo_grad_norm_decision_regret,mo_grad_norm_pred_fairness,mo_grad_norm_pred_loss,mo_cos_decision_regret_pred_fairness,mo_cos_decision_regret_pred_loss,mo_cos_pred_fairness_pred_loss,direction_alignment_with_dec_regret,stationarity_proxy,mo_pcgrad_n_projections,mo_pcgrad_conflict_fraction,mo_method,mo_mgda_lambda_decision_regret,mo_mgda_lambda_pred_fairness,mo_mgda_lambda_pred_loss,mo_mgda_min_norm
medical_resource_allocation,fpto,11,0,0.0,0,1.0,0.0,0.0005,23.002313636830365,370.78014987810343,0.0017089107790316126,1e-06,19.07364736041736,0.07291955689078332,19.07364736041736,0.009536823680208667,0.0,0.0,-0.45398901705933997,2,0.4079999998793937,0,0,0,cpu,,,,,,0.07424921365229101,0.0802043214515869,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,5,1.0,0.0,0.0004987531172069826,22.738581628624274,369.8282065923797,0.003627830242451932,1e-06,20.112857600620814,0.09295224436414634,20.112857600620814,0.010031350424249772,0.0,0.0,-0.47748199398495444,2,0.407300001825206,0,0,0,cpu,,,,,,0.07339791258173747,0.07921190074829401,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,10,1.0,0.0,0.0004975124378109454,22.469565952101675,368.76439530451546,0.006124028703540287,1e-06,21.381028559214737,0.1058058778610922,21.381028559214737,0.010637327641400358,0.0,0.0,-0.5021669152980085,2,0.3980999972554855,0,0,0,cpu,,,,,,0.07252955634778194,0.07820147460675199,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,15,1.0,0.0,0.0004962779156327543,22.1893806459139,367.5565946012569,0.009277113013927363,1e-06,22.914387666183014,0.11974531407314298,22.914387666183014,0.011371904548974182,0.0,0.0,-0.5264561504256876,2,0.4118000069865957,0,0,0,cpu,,,,,,0.07162514564415345,0.07715110475913375,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,20,1.0,0.0,0.0004950495049504951,21.89133334234816,366.1566440668374,0.013325108955156218,1e-06,24.862166385782743,0.13757277043615695,24.862166385782743,0.01230800316127857,0.0,0.0,-0.5514365288041261,2,0.4076999975950457,0,0,0,cpu,,,,,,0.0706630781638845,0.07603601718984067,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,25,1.0,0.0,0.0004938271604938272,21.56800983087055,364.49623983514647,0.01863587320072253,1e-06,27.277186219782852,0.1595081924090326,27.277186219782852,0.013470215417176714,0.0,0.0,-0.5756299132394471,2,0.9038000061991625,0,0,0,cpu,,,,,,0.06961942156213849,0.07482897125715125,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,30,1.0,0.0,0.0004926108374384237,21.210998353364516,362.47679278898727,0.02577644602654879,1e-06,30.358159208258105,0.18840766051753907,30.358159208258105,0.014954758230669022,0.0,0.0,-0.6005467479870349,2,0.9016000039991923,0,0,0,cpu,,,,,,0.06846702350826524,0.07349930194218167,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,35,1.0,0.0,0.0004914004914004914,20.809970166306243,359.9483278087787,0.03569568869882184,1e-06,34.287849179072644,0.22746807318402767,34.287849179072644,0.01684906593566222,0.0,0.0,-0.6233313543992568,2,0.4025000016554259,0,0,0,cpu,,,,,,0.06717254383062948,0.07200961269565502,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,40,1.0,0.0,0.0004901960784313725,20.356323183660948,356.6873108034282,0.04988242206089362,1e-06,39.24659856018343,0.2798371814645308,39.24659856018343,0.019238528705972268,0.0,0.0,-0.6423110217889562,2,0.468999998702202,0,0,0,cpu,,,,,,0.06570821583871757,0.07032943771169314,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,45,1.0,0.0,0.000488997555012225,19.85154637168023,352.35818440436407,0.07059478514479292,1e-06,45.650868517561264,0.34959307301264014,45.650868517561264,0.02232316308927201,0.0,0.0,-0.6559966962507167,2,0.9061000018846244,0,0,0,cpu,,,,,,0.06407884576963598,0.06846607268144285,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,50,1.0,0.0,0.00048780487804878054,19.29814628784129,346.43933971308803,0.10185302999395993,1e-06,53.8619248807536,0.4447897562684107,53.8619248807536,0.026274109697928583,0.0,0.0,-0.6726418915875064,2,0.4154999987804331,0,0,0,cpu,,,,,,0.06229252454521957,0.06643065793520331,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,55,1.0,0.0,0.00048661800486618,18.71293702408184,338.1233477542032,0.150368979980427,1e-06,64.20382319981942,0.5720676144967258,64.20382319981942,0.031242736350277103,0.0,0.0,-0.6865151728991673,2,0.9609999979147688,0,0,0,cpu,,,,,,0.06040352640606704,0.06428666784478775,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,60,1.0,0.0,0.0004854368932038835,18.14504263475044,326.2766988572255,0.22701155523383382,1e-06,76.77516953882052,0.7529124947810321,76.77516953882052,0.03726949977612646,0.0,0.0,-0.6951267313723681,2,0.9531000032438897,0,0,0,cpu,,,,,,0.05857041898430359,0.06221433887929537,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,65,1.0,0.0,0.00048426150121065375,17.663447649965974,309.50643092021113,0.34865457351497375,1e-06,90.89292793371517,0.9979198053611473,90.89292793371517,0.04401594573061268,0.0,0.0,-0.7021635807915612,2,0.9645999962231144,0,0,0,cpu,,,,,,0.05701587758104756,0.060463242408355565,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.1,0,1.0,0.1,0.0005,23.002313636830365,370.78014987810343,0.0017089107790316126,1e-06,19.07364736041736,0.07291955689078332,19.07033799940385,0.009535168999701912,0.0,0.0,-0.45398901705933997,2,0.8650000017951243,0,0,0,cpu,,,,,,0.07424921365229101,0.0802043214515869,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.1,5,1.0,0.1,0.0004987531172069826,22.738725544288627,369.82840488662526,0.0036259055379066294,1e-06,20.11255022072659,0.0929442801780772,20.10811413157768,0.010028984604278136,0.0,0.0,-0.47746321727607954,2,0.5607999992207624,0,0,0,cpu,,,,,,0.07339837712739489,0.07921244180411514,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.1,10,1.0,0.1,0.0004975124378109454,22.469881414583142,368.7648957373159,0.006119188111975768,1e-06,21.380199868782675,0.10579342097443442,21.374889687605577,0.010634273476420677,0.0,0.0,-0.5021237727861854,2,0.9281999955419451,0,0,0,cpu,,,,,,0.07253057462974936,0.0782026583795954,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.1,15,1.0,0.1,0.0004962779156327543,22.189894844767935,367.55753809545155,0.009268159290703425,1e-06,22.9127865677697,0.11971918037597132,22.90648673317864,0.011367983490411229,0.0,0.0,-0.5264065596400803,2,0.39649999962421134,0,0,0,cpu,,,,,,0.07162680542765071,0.07715303053385256,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.1,20,1.0,0.1,0.0004950495049504951,21.89209215557912,366.1582535226099,0.013310087339903347,1e-06,24.859279465857856,0.13753057273348865,24.85169947794652,0.012302821523735883,0.0,0.0,-0.5513418927246454,2,0.4037000035168603,0,0,0,cpu,,,,,,0.0706655275386125,0.07603885321444218,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.1,25,1.0,0.1,0.0004938271604938272,21.569060666333428,364.4988583481668,0.018611881025787314,1e-06,27.272526718673,0.15944089302100273,27.26335426028006,0.013463384819891379,0.0,0.0,-0.5754845181288775,2,0.9207999974023551,0,0,0,cpu,,,,,,0.06962281355600608,0.07483288989717417,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.1,30,1.0,0.1,0.0004926108374384237,21.212431697078443,362.4809863983677,0.025738275422776635,1e-06,30.349038885730526,0.18823872963432103,30.337746366266984,0.014944702643481262,0.0,0.0,-0.6001026619604105,2,0.3971999976783991,0,0,0,cpu,,,,,,0.06847165020127241,0.07350463377316092,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.1,35,1.0,0.1,0.0004914004914004914,20.81189287786958,359.9550812804464,0.03563445896510089,1e-06,34.27554159715415,0.22732993714797944,34.26138018626318,0.01683605905958877,0.0,0.0,-0.6231482012898509,2,0.5797999983769841,0,0,0,cpu,,,,,,0.06717875015508501,0.07201674507978215,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.1,40,1.0,0.1,0.0004901960784313725,20.358853793645324,356.69826344922024,0.04978261985452579,1e-06,39.227771921968696,0.2795867946402227,39.20982958031707,0.01922050469623385,0.0,0.0,-0.6419545604940787,2,0.8871000027284026,0,0,0,cpu,,,,,,0.06571638439968788,0.07033879573866084,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.1,45,1.0,0.1,0.000488997555012225,19.854825328543143,352.37621536599266,0.07042896339497288,1e-06,45.6212766158601,0.349117461151737,45.598391436937625,0.022297501925152872,0.0,0.0,-0.6557333737355127,2,0.40580000495538116,0,0,0,cpu,,,,,,0.06408942992097462,0.06847815589427857,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.1,50,1.0,0.1,0.00048780487804878054,19.302223611152442,346.46916610788804,0.10157071024946773,1e-06,53.80328685147294,0.44426389448858367,53.773431354839964,0.026230942124312172,0.0,0.0,-0.6722480812742802,2,0.42560000292724,0,0,0,cpu,,,,,,0.06230568574519445,0.066445626040411,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.1,55,1.0,0.1,0.00048661800486618,18.717779556828305,338.1733535894794,0.14987784947455898,1e-06,64.14437004981549,0.5710977164782268,64.1051925518912,0.031194740901163594,0.0,0.0,-0.6862390775396288,2,0.3871000008075498,0,0,0,cpu,,,,,,0.0604191576270906,0.06430437371892572,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.1,60,1.0,0.1,0.0004854368932038835,18.15016597123804,326.3592482230285,0.22614963679455058,1e-06,76.69527627307856,0.7514745293931275,76.64308151800245,0.03720537937767109,0.0,0.0,-0.6948180938973554,2,0.8989999987534247,0,0,0,cpu,,,,,,0.05858695661227816,0.06223299860117731,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,1,0.1,65,1.0,0.1,0.00048426150121065375,17.668082811866213,309.64003577114846,0.3471301971900352,1e-06,90.7822418660263,0.9959038946717231,90.7123828303161,0.0439285146878044,0.0,0.0,-0.7017422422555964,2,0.9000999998534098,0,0,0,cpu,,,,,,0.05703083942930672,0.06048006850488212,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,2,0.3,0,1.0,0.3,0.0005,23.002313636830365,370.78014987810343,0.0017089107790316126,1e-06,19.07364736041736,0.07291955689078332,19.063725921527347,0.009531862960763662,0.0,0.0,-0.45398901705933997,2,0.35570000181905925,0,0,0,cpu,,,,,,0.07424921365229101,0.0802043214515869,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,2,0.3,5,1.0,0.3,0.0004987531172069826,22.739014515575377,369.82880501009663,0.0036220422859010743,1e-06,20.11215010123685,0.09291308588585614,20.09885673254804,0.010024367447654873,0.0,0.0,-0.47744588169987046,2,0.9004999956232496,0,0,0,cpu,,,,,,0.07339930989838253,0.07921352820310662,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,2,0.3,10,1.0,0.3,0.0004975124378109454,22.4704966501036,368.7658725444935,0.006109642050071893,1e-06,21.37859315932857,0.10576421137293633,21.36268087127951,0.010628199438447512,0.0,0.0,-0.5020574120820053,2,0.8935000005294569,0,0,0,cpu,,,,,,0.07253256054970186,0.07820496705813336,,,,,,,,,,,,,,,
