task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,guided_norm_dec,guided_norm_pred,guided_scale,guided_ratio_pred_over_dec,guided_dir_norm,loss_dec_normalized,loss_dec_normalized_pred_obj,mo_grad_norm_decision_regret,mo_grad_norm_pred_fairness,mo_grad_norm_pred_loss,mo_cos_decision_regret_pred_fairness,mo_cos_decision_regret_pred_loss,mo_cos_pred_fairness_pred_loss,direction_alignment_with_dec_regret,stationarity_proxy,mo_pcgrad_n_projections,mo_pcgrad_conflict_fraction,mo_method,mo_mgda_lambda_decision_regret,mo_mgda_lambda_pred_fairness,mo_mgda_lambda_pred_loss,mo_mgda_min_norm
medical_resource_allocation,fpto,11,0,0.0,0,1.0,0.0,0.0005,104.63497068541426,370.78014987810343,134.03200072952689,1e-06,19.07364736041736,8.806959089270824,19.07364736041736,0.009536823680208667,0.0,0.0,0.8096278137357611,2,0.4918999984511174,0,0,0,cpu,,,,,,0.26686761853522817,0.21065154293215307,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,5,1.0,0.0,0.0004987531172069826,103.01337166189967,369.8282065923797,133.67208865597618,1e-06,20.112857600620814,9.493633525928285,20.112857600620814,0.010031350424249772,0.0,0.0,0.8123433187611666,2,1.0892999998759478,0,0,0,cpu,,,,,,0.26273179026682386,0.20806618815806233,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,10,1.0,0.0,0.0004975124378109454,101.40334775596597,368.76439530451546,133.25684986616497,1e-06,21.381028559214737,10.464519266687311,21.381028559214737,0.010637327641400358,0.0,0.0,0.8135232355940799,2,0.7841999977244996,0,0,0,cpu,,,,,,0.25862548390723117,0.20548247847672974,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,15,1.0,0.0,0.0004962779156327543,99.77649806837326,367.5565946012569,132.76744850795956,1e-06,22.914387666183014,11.628259929896148,22.914387666183014,0.011371904548974182,0.0,0.0,0.8143797537723039,2,1.1652999965008348,0,0,0,cpu,,,,,,0.2544762640145059,0.20285458666244108,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,20,1.0,0.0,0.0004950495049504951,98.09121972352301,366.1566440668374,132.17626621022436,1e-06,24.862166385782743,13.166699803688749,24.862166385782743,0.01230800316127857,0.0,0.0,0.8141160918138949,2,1.1168000055477023,0,0,0,cpu,,,,,,0.25017802399481553,0.2001139191324107,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,25,1.0,0.0,0.0004938271604938272,96.3105164038925,364.49623983514647,131.4458108056713,1e-06,27.277186219782852,15.089443455638994,27.277186219782852,0.013470215417176714,0.0,0.0,0.8151879573821126,2,1.1075000002165325,0,0,0,cpu,,,,,,0.24563640611013818,0.19719751679160474,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,30,1.0,0.0,0.0004926108374384237,94.3931457356968,362.47679278898727,130.5158982304653,1e-06,30.358159208258105,17.5093919855524,30.358159208258105,0.014954758230669022,0.0,0.0,0.8176507362997136,2,1.1144000018248335,0,0,0,cpu,,,,,,0.24074622321316896,0.19403341207818214,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,35,1.0,0.0,0.0004914004914004914,92.29428078031117,359.9483278087787,129.29317111377918,1e-06,34.287849179072644,20.702432556181215,34.287849179072644,0.01684906593566222,0.0,0.0,0.8203749154399245,2,1.0851999977603555,0,0,0,cpu,,,,,,0.2353931458567007,0.19054108131178274,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,40,1.0,0.0,0.0004901960784313725,89.97851376498528,356.6873108034282,127.64105722637474,1e-06,39.24659856018343,24.78628800799181,39.24659856018343,0.019238528705972268,0.0,0.0,0.8206795691858995,2,0.6012999947415665,0,0,0,cpu,,,,,,0.22948686782733627,0.18665255712154902,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,45,1.0,0.0,0.000488997555012225,87.44683461416304,352.35818440436407,125.35324469682467,1e-06,45.650868517561264,30.11173169695109,45.650868517561264,0.02232316308927201,0.0,0.0,0.8190922917004677,2,0.4684999948949553,0,0,0,cpu,,,,,,0.22302991389071708,0.18235851090609198,,,,,,,,,,,,,,,
