task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,loss_dec_normalized,loss_dec_normalized_true,mo_grad_norm_decision_regret,mo_grad_norm_pred_fairness,mo_grad_norm_pred_loss,mo_cos_decision_regret_pred_fairness,mo_cos_decision_regret_pred_loss,mo_cos_pred_fairness_pred_loss,direction_alignment_with_dec_regret,stationarity_proxy,mo_mgda_lambda_decision_regret,mo_mgda_lambda_pred_fairness,mo_mgda_lambda_pred_loss,mo_mgda_min_norm,mo_method,method_label,alpha_fair,unfairness_level,group_bias,group_ratio,config_name
md_knapsack,mgda,33,0,0.0,0,1.0,0.0,0.0002,0.0,2.7214971758373068,0.523895743539087,1.1878698897318922,7.757903208530162,7.597537522943313,1.1878698897307047,0.013419144735099826,0.2682234694279641,0.18953438162720887,0.12541545173898444,96,342.76209400013613,0,0,0,cpu,0.0,0.0,1.1878698897318922,7.597537522943313,7.757903208530162,0.18953438162720887,0.2682234694279641,0.12541545173898444,0.9999999999985825,1.1878698897318922,0.9999999999989994,0.0,5.941009140806774e-16,1.1878698897307047,mgda,FDFL-MGDA,0.5,medium,0.4,0.6,MGDA
md_knapsack,mgda,33,0,0.0,2,1.0,0.0,0.0006000000000000001,0.0,3.7204932393160024,0.8013901620445967,1.8295968264908824,7.42967266628633,7.57152251211915,1.67683356670301,0.026562816805353745,0.009350650916598233,-0.12201420159858517,-0.0018892242467178806,96,337.93513599994185,0,0,0,cpu,0.0,0.0,1.8295968264908824,7.57152251211915,7.42967266628633,-0.12201420159858517,0.009350650916598233,-0.0018892242467178806,0.9165044136634551,1.6855164884022187,0.8759699327524573,0.0749649442990694,0.04906512294747321,1.67683356670301,mgda,FDFL-MGDA,0.5,medium,0.4,0.6,MGDA
md_knapsack,mgda,33,0,0.0,4,1.0,0.0,0.001,0.0,2.083863263267109,0.25371380928637405,0.9254814433179089,3.548949581331806,3.6467545023249883,0.8985166891150036,0.038725650143432724,0.3910913203782462,0.006965971452573072,-0.2731422818298767,96,327.3484900000767,0,0,0,cpu,0.0,0.0,0.9254814433179089,3.6467545023249883,3.548949581331806,0.006965971452573072,0.3910913203782462,-0.2731422818298767,0.9708640790165058,0.8997201108903811,0.9409563944813346,0.05904360551766324,2.1943998444323207e-15,0.8985166891150036,mgda,FDFL-MGDA,0.5,medium,0.4,0.6,MGDA
md_knapsack,mgda,33,0,0.0,6,1.0,0.0,0.0009995002498750627,0.0,2.265072430956098,0.588447192925688,1.5913121492230933,4.072747018315902,4.135367436371603,1.5532821671332246,0.035778923184329375,0.3439792136114341,0.17470201329401394,0.00116784603506228,96,326.14098399972136,0,0,0,cpu,0.0,0.0,1.5913121492230933,4.135367436371603,4.072747018315902,0.17470201329401394,0.3439792136114341,0.00116784603506228,0.976101494538231,1.55666219707248,0.8938031371436608,0.08096619778437461,0.02523066507096459,1.5532821671332246,mgda,FDFL-MGDA,0.5,medium,0.4,0.6,MGDA
md_knapsack,mgda,33,0,0.0,8,1.0,0.0,0.0009985022466300548,0.0,3.314476667268672,0.9752943732464372,1.9233765811569152,4.991193321423334,4.922557207998108,1.7792732685217019,0.03534470448068955,0.3415558861539412,-0.01955654364406077,0.07281646406808756,96,319.7458180002286,0,0,0,cpu,0.0,0.0,1.9233765811569152,4.922557207998108,4.991193321423334,-0.01955654364406077,0.3415558861539412,0.07281646406808756,0.9250779469006665,1.7796310002912652,0.8588987042452841,0.13690128978296576,0.004200005970750021,1.7792732685217019,mgda,FDFL-MGDA,0.5,medium,0.4,0.6,MGDA
md_knapsack,mgda,33,0,0.0,10,1.0,0.0,0.0009975062344139652,0.0,1.7125476870645524,0.5758689548470235,0.9410375323905618,3.2151695985940094,3.4470742522833517,0.9146511910263406,0.03201214539012774,0.27741023113355295,0.03303876102372338,-0.046150181277850415,96,317.5876920004157,0,0,0,cpu,0.0,0.0,0.9410375323905618,3.4470742522833517,3.2151695985940094,0.03303876102372338,0.27741023113355295,-0.046150181277850415,0.9719603730380111,0.9156435776737003,0.929018559708377,0.0623963229642957,0.008585117326327135,0.9146511910263406,mgda,FDFL-MGDA,0.5,medium,0.4,0.6,MGDA
md_knapsack,mgda,33,0,0.0,12,1.0,0.0,0.000996512207274539,0.0,1.8865476090210227,0.41488534697228363,1.2253027818734719,3.7323803143743786,3.818640048187357,1.2211494826422238,0.030909273732700256,0.2483295875628301,0.3466711517165399,-0.16662180639233218,96,321.95211199996265,0,0,0,cpu,0.0,0.0,1.2253027818734719,3.818640048187357,3.7323803143743786,0.3466711517165399,0.2483295875628301,-0.16662180639233218,0.9966103894538524,1.2253027818734719,0.9722139927900726,0.0,0.027786007208927335,1.2211494826422238,mgda,FDFL-MGDA,0.5,medium,0.4,0.6,MGDA
md_knapsack,mgda,33,0,0.0,14,1.0,0.0,0.0009955201592832255,0.0,2.12899383302543,0.016186725237546936,1.227565227955973,5.998393782101987,6.532823718834469,1.227565227954745,0.029573761155786665,0.7008522988453203,0.24528915651262842,0.3243821925393468,96,325.3269389997513,0,0,0,cpu,0.0,0.0,1.227565227955973,6.532823718834469,5.998393782101987,0.24528915651262842,0.7008522988453203,0.3243821925393468,0.9999999999986725,1.227565227955973,0.9999999999989999,0.0,0.0,1.227565227954745,mgda,FDFL-MGDA,0.5,medium,0.4,0.6,MGDA
md_knapsack,mgda,33,0,0.0,16,1.0,0.0,0.000994530084535057,0.0,2.139654843541908,0.2511226282878016,1.002229962633093,4.456907733658759,4.715733134740237,1.0022299626320907,0.027609602305876495,0.2283115601440188,0.21332962335647773,-0.39011136936130497,96,324.2597630005548,0,0,0,cpu,0.0,0.0,1.002229962633093,4.715733134740237,4.456907733658759,0.21332962335647773,0.2283115601440188,-0.39011136936130497,0.9999999999980091,1.002229962633093,0.9999999999989995,0.0,4.440892098496183e-16,1.0022299626320907,mgda,FDFL-MGDA,0.5,medium,0.4,0.6,MGDA
md_knapsack,mgda,33,0,0.0,18,1.0,0.0,0.0009935419771485345,0.0,1.6356547078079402,0.17045685212867023,1.0774480595489888,2.876848199963975,3.164190572238918,1.0696409736931338,0.026856488409956834,0.46614257082087945,0.2225066466636879,0.24700187900996712,96,322.94031600031303,0,0,0,cpu,0.0,0.0,1.0774480595489888,3.164190572238918,2.876848199963975,0.2225066466636879,0.46614257082087945,0.24700187900996712,0.9927540953947084,1.0736318973178827,0.9583346914206231,0.041665308578376754,0.0,1.0696409736931338,mgda,FDFL-MGDA,0.5,medium,0.4,0.6,MGDA
