task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,loss_dec_normalized,loss_dec_normalized_true,mo_grad_norm_decision_regret,mo_grad_norm_pred_fairness,mo_grad_norm_pred_loss,mo_cos_decision_regret_pred_fairness,mo_cos_decision_regret_pred_loss,mo_cos_pred_fairness_pred_loss,direction_alignment_with_dec_regret,stationarity_proxy,mo_cagrad_c,mo_cagrad_g0_norm,mo_cagrad_gw_norm,mo_cagrad_direction_norm,mo_cagrad_w_decision_regret,mo_cagrad_w_pred_fairness,mo_cagrad_w_pred_loss,mo_method,method_label,alpha_fair,unfairness_level,group_bias,group_ratio,config_name
md_knapsack,cagrad,33,0,0.0,0,1.0,0.0,0.0002,0.0,2.7214971758373068,0.523895743539087,1.5481317933122447,7.757903208530162,7.597537522943313,4.87438736396362,0.013419271799208614,0.2957919515014606,0.15279436734399438,0.12541545173898444,96,316.42262199966353,0,0,0,cpu,0.0,0.0,1.5481317933122447,7.597537522943313,7.757903208530162,0.15279436734399438,0.2957919515014606,0.12541545173898444,0.6597829786344195,1.5481317933122447,0.5,4.024756321405728,1.5481317933106842,4.87438736396362,0.9999999999989688,3.1159460897709844e-14,0.0,cagrad,FDFL-CAGrad,0.5,medium,0.4,0.6,CAGrad
md_knapsack,cagrad,33,0,0.0,2,1.0,0.0,0.0006000000000000001,0.0,3.6890753650663286,0.7569855764460837,1.57464892535604,7.317964913306876,7.489763582242763,4.064486945642456,0.030653980246444036,0.2458531004180265,-0.20155305650526636,-0.039122797891677275,96,328.7339290000091,0,0,0,cpu,0.0,0.0,1.57464892535604,7.489763582242763,7.317964913306876,-0.20155305650526636,0.2458531004180265,-0.039122797891677275,0.5403023316930582,1.452182723708975,0.5,3.4761404226429224,1.57464892535446,4.064486945642456,0.9999999999989981,1.7081520390362044e-15,0.0,cagrad,FDFL-CAGrad,0.5,medium,0.4,0.6,CAGrad
md_knapsack,cagrad,33,0,0.0,4,1.0,0.0,0.001,0.0,2.0455504030864002,0.2165711636461917,1.959615460436235,3.3904207933727504,3.5371579050665987,3.4187412268567137,0.045201410813599886,0.5581940735773907,0.07642176328185478,-0.35796928396784206,96,325.3577570003472,0,0,0,cpu,0.0,0.0,1.959615460436235,3.5371579050665987,3.3904207933727504,0.07642176328185478,0.5581940735773907,-0.35796928396784206,0.882734520092598,1.7116016372221492,0.5,1.7555403312812023,1.7710872600593526,3.4187412268567137,0.81298604821038,0.1870139517886199,3.16525534687963e-17,cagrad,FDFL-CAGrad,0.5,medium,0.4,0.6,CAGrad
md_knapsack,cagrad,33,0,0.0,6,1.0,0.0,0.0009995002498750627,0.0,2.1616669671450532,0.5001490229980893,0.9489744171600719,3.6807548085397204,3.8139017306449903,2.420661561319603,0.0414321998673256,0.13035625380039043,0.33490202833142296,-0.11061764129566183,96,326.05626999975357,0,0,0,cpu,0.0,0.0,0.9489744171600719,3.8139017306449903,3.6807548085397204,0.33490202833142296,0.13035625380039043,-0.11061764129566183,0.7646656862752944,0.9489744171600719,0.5,1.801959365635786,0.9489744171591229,2.420661561319603,0.9999999999989999,0.0,0.0,cagrad,FDFL-CAGrad,0.5,medium,0.4,0.6,CAGrad
md_knapsack,cagrad,33,0,0.0,8,1.0,0.0,0.0009985022466300548,0.0,3.211795338113233,0.8812135859508307,1.9742411590541693,4.433171243426844,4.531150947056578,4.031240298781252,0.04104132249202508,0.3291074610432113,0.3439153439374755,-0.09816300609977377,96,302.8250590004973,0,0,0,cpu,0.0,0.0,1.9742411590541693,4.531150947056578,4.433171243426844,0.3439153439374755,0.3291074610432113,-0.09816300609977377,0.9024754910782611,1.9436779142535736,0.5,2.4049055028453585,1.974241159052193,4.031240298781252,0.9999999999989957,4.218847493571358e-15,0.0,cagrad,FDFL-CAGrad,0.5,medium,0.4,0.6,CAGrad
md_knapsack,cagrad,33,0,0.0,10,1.0,0.0,0.0009975062344139652,0.0,1.597640056253374,0.49093385648310717,1.0463684386389742,2.788332177376074,3.1488980374160644,2.2042431759926577,0.03817506050581399,0.34836260230996374,0.161941114778552,-0.22095959351064143,96,323.5837600004743,0,0,0,cpu,0.0,0.0,1.0463684386389742,3.1488980374160644,2.788332177376074,0.161941114778552,0.34836260230996374,-0.22095959351064143,0.8569472624715415,1.0318233881114256,0.5,1.41441225272714,1.0463684386379277,2.2042431759926577,0.9999999999989995,0.0,5.551115123120229e-16,cagrad,FDFL-CAGrad,0.5,medium,0.4,0.6,CAGrad
md_knapsack,cagrad,33,0,0.0,12,1.0,0.0,0.000996512207274539,0.0,1.6789858071539396,0.31989218425566435,1.2827147020950773,2.964251324160565,3.271898923061674,2.3894274655809515,0.035459937338224154,0.47579776644664135,-0.035301363136853225,-0.39805508112954147,96,325.64730400008557,0,0,0,cpu,0.0,0.0,1.2827147020950773,3.271898923061674,2.964251324160565,-0.035301363136853225,0.47579776644664135,-0.39805508112954147,0.8964128531659626,1.1705037987403148,0.5,1.363742192281096,1.2827147020937948,2.3894274655809515,0.9999999999989997,0.0,2.775557561560115e-16,cagrad,FDFL-CAGrad,0.5,medium,0.4,0.6,CAGrad
md_knapsack,cagrad,33,0,0.0,14,1.0,0.0,0.0009955201592832255,0.0,1.8085650452143984,0.18661177966239337,1.2327221116455618,4.809120335415784,5.527322605532616,3.314920954291429,0.0333522475972798,0.025037712927490165,-0.2588964452610928,0.6363529461205972,96,326.6934780003794,0,0,0,cpu,0.0,0.0,1.2327221116455618,5.527322605532616,4.809120335415784,-0.2588964452610928,0.025037712927490165,0.6363529461205972,0.3640402186056783,1.110018260271702,0.5,3.087570898275314,1.2327221116443081,3.314920954291429,0.9999999999989811,0.0,1.8714386407543447e-14,cagrad,FDFL-CAGrad,0.5,medium,0.4,0.6,CAGrad
md_knapsack,cagrad,33,0,0.0,16,1.0,0.0,0.000994530084535057,0.0,1.8429610612372265,0.18902159978129435,1.1858116231468199,3.438498328312942,3.8994672080941557,2.214061809195301,0.032376129778232135,0.39986428324377415,-0.08737954088187737,-0.5675508443102704,96,326.58893400002853,0,0,0,cpu,0.0,0.0,1.1858116231468199,3.8994672080941557,3.438498328312942,-0.08737954088187737,0.39986428324377415,-0.5675508443102704,0.869810933573528,1.0843086129106518,0.5,1.3194358177184489,1.1858116231456344,2.214061809195301,0.999999999998999,0.0,8.881784196992364e-16,cagrad,FDFL-CAGrad,0.5,medium,0.4,0.6,CAGrad
md_knapsack,cagrad,33,0,0.0,18,1.0,0.0,0.0009935419771485345,0.0,1.5472792312670143,0.34803792445906845,1.010538220725395,2.4485875257153613,2.7503753132742252,2.392813656755122,0.03046421622774401,0.5249273475143862,0.20226147884724946,0.500599224745542,96,326.1859309995998,0,0,0,cpu,0.0,0.0,1.010538220725395,2.7503753132742252,2.4485875257153613,0.20226147884724946,0.5249273475143862,0.500599224745542,0.8196457198078423,0.9968351497357881,0.5,1.6681994415995713,1.0105382207243832,2.392813656755122,0.9999999999989939,3.941291737415364e-15,2.0539125955544854e-15,cagrad,FDFL-CAGrad,0.5,medium,0.4,0.6,CAGrad
