task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,guided_norm_dec,guided_norm_pred,guided_scale,guided_ratio_pred_over_dec,guided_dir_norm,loss_dec_normalized,loss_dec_normalized_true,mo_grad_norm_decision_regret,mo_grad_norm_pred_fairness,mo_grad_norm_pred_loss,mo_cos_decision_regret_pred_fairness,mo_cos_decision_regret_pred_loss,mo_cos_pred_fairness_pred_loss,direction_alignment_with_dec_regret,stationarity_proxy,mo_pcgrad_n_projections,mo_pcgrad_conflict_fraction,mo_method,mo_mgda_lambda_decision_regret,mo_mgda_lambda_pred_fairness,mo_mgda_lambda_pred_loss,mo_mgda_min_norm
md_knapsack,fpto,11,0,0.0,0,1.0,0.0,0.0005,0.0,6.708582728475063,2.17787701578485,1e-06,1.2750624428763855,0.6500481443618916,1.2750624428763855,0.0006375312214379873,0.0,0.0,0.5523153728852518,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,0,0.0,5,1.0,0.0,0.0004987531172069826,0.0,6.704517811830243,2.17673220392161,1e-06,1.2766413230484326,0.651090656415725,1.2766413230484326,0.0006367288394254505,0.0,0.0,0.5522527541469717,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,0,0.0,10,1.0,0.0,0.0004975124378109454,0.0,6.700445262576496,2.175590843901385,1e-06,1.2835035216161623,0.6503454269851727,1.2835035216161623,0.0006385589659780021,0.0,0.0,0.5447741408509218,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,0,0.0,15,1.0,0.0,0.0004962779156327543,0.0,6.696346572438844,2.1744593265073613,1e-06,1.285178824402619,0.6513875812960831,1.285178824402619,0.0006378058681896921,0.0,0.0,0.5446733383780874,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,0,0.0,20,1.0,0.0,0.0004950495049504951,0.0,6.692247310173338,2.1733275266779026,1e-06,1.2868745730736122,0.6524353243001763,1.2868745730736122,0.0006370666203332832,0.0,0.0,0.5445749271375373,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,0,0.0,25,1.0,0.0,0.0004938271604938272,0.0,6.688147334219098,2.1721954096068745,1e-06,1.2885908214620965,0.6534886859360417,1.2885908214620965,0.0006363411464008489,0.0,0.0,0.5444788890686816,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,1,0.1,0,1.0,0.1,0.0005,0.0,6.708582728475063,2.17787701578485,1e-06,1.2750624428763855,0.6500481443618916,1.3120851331581798,0.0006560425665789006,0.0,0.0,0.5523153728852518,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,1,0.1,5,1.0,0.1,0.0004987531172069826,0.0,6.7044032759917,2.1766264211794493,1e-06,1.276664069259427,0.6511609884938706,1.3137474929364754,0.0006552356573247408,0.0,0.0,0.552265696828141,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,1,0.1,10,1.0,0.1,0.0004975124378109454,0.0,6.700215290404936,2.17538010674388,1e-06,1.2835526347064432,0.6504860606517419,1.3201183643555234,0.000656775305649335,0.0,0.0,0.544796996452569,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,1,0.1,15,1.0,0.1,0.0004962779156327543,0.0,6.696003040800333,2.174142855391958,1e-06,1.2852524705785244,0.651599395784867,1.3218755666986528,0.0006560176509668822,0.0,0.0,0.5447079420146084,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,1,0.1,20,1.0,0.1,0.0004950495049504951,0.0,6.691790014927534,2.17290505172932,1e-06,1.286973761896459,0.6527189527714161,1.3236547198015627,0.0006552746137629606,0.0,0.0,0.5446216039181411,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,1,0.1,25,1.0,0.1,0.0004938271604938272,0.0,6.687576061427184,2.1716666564753684,1e-06,1.288716566177637,0.6538447656806808,1.3254558826074896,0.0006545461148677167,0.0,0.0,0.5445379632595811,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,2,0.5,0,1.0,0.5,0.0005,0.0,6.708582728475063,2.17787701578485,1e-06,1.2750624428763855,0.6500481443618916,1.47959878627129,0.0007397993931354858,0.0,0.0,0.5523153728852518,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,2,0.5,5,1.0,0.5,0.0004987531172069826,0.0,6.703944995625986,2.176203084528306,1e-06,1.2767552631027763,0.651442613155771,1.4817485917447126,0.0007390267290495639,0.0,0.0,0.552317434188869,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,2,0.5,10,1.0,0.5,0.0004975124378109454,0.0,6.699292846574869,2.1745362529437053,1e-06,1.28375178842509,0.6510499605317295,1.48640359170138,0.0007395042744781287,0.0,0.0,0.5448884882320075,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,2,0.5,15,1.0,0.5,0.0004962779156327543,0.0,6.694625529146258,2.172874937622514,1e-06,1.2855509939716918,0.6524496869739965,1.4886429523511988,0.0007387806215140747,0.0,0.0,0.5448462972737673,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,2,0.5,20,1.0,0.5,0.0004950495049504951,0.0,6.689956266175804,2.1712115203249858,1e-06,1.2873762022497146,0.653858868408097,1.4909122251783324,0.0007380753589990157,0.0,0.0,0.5448080730283725,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,2,0.5,25,1.0,0.5,0.0004938271604938272,0.0,6.685285986379036,2.1695470153079115,1e-06,1.289140092124801,0.6548602212464654,1.492929861159609,0.0007372493141527362,0.0,0.0,0.5445905474094439,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,3,1.0,0,1.0,1.0,0.0005,0.0,6.708582728475063,2.17787701578485,1e-06,1.2750624428763855,0.6500481443618916,1.721604541824493,0.000860802270912103,0.0,0.0,0.5523153728852518,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,3,1.0,5,1.0,1.0,0.0004987531172069826,0.0,6.703371836522251,2.1756734502070008,1e-06,1.2768697260968105,0.6517953118436934,1.7247265940945717,0.0008602127651343108,0.0,0.0,0.5523820308128313,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,3,1.0,10,1.0,1.0,0.0004975124378109454,0.0,6.6981427371145354,2.1734795612993913,1e-06,1.2839989051293985,0.6517574884476789,1.7278939711297379,0.0008596487418554542,0.0,0.0,0.5450021692065914,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
