task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,guided_norm_dec,guided_norm_pred,guided_scale,guided_ratio_pred_over_dec,guided_dir_norm,loss_dec_normalized,loss_dec_normalized_true,method_label,alpha_fair,unfairness_level,group_bias,group_ratio,config_name
md_knapsack,fpto,33,0,0.0,0,1.0,0.0,0.001,0.0,5.25274948064931,0.004044019159808436,1e-06,0.21668216416322728,0.22081356584946488,0.21668216416322728,0.00021668216416092332,0.0,0.0,-0.34477330504043313,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,0.5,mild,0.1,0.5,FPTO
md_knapsack,fpto,33,0,0.0,2,1.0,0.0,0.0009990009990009992,0.0,5.252655594400255,0.004077022116301388,1e-06,0.21669308636543996,0.2209418199020803,0.21669308636543996,0.00021647660975338207,0.0,0.0,-0.34493724044463153,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,0.5,mild,0.1,0.5,FPTO
md_knapsack,fpto,33,0,0.0,4,1.0,0.0,0.000998003992015968,0.0,5.252561805742122,0.004110014318624414,1e-06,0.21668185749107266,0.22105049161576232,0.21668185749107266,0.00021624935877122018,0.0,0.0,-0.34491025952026316,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,0.5,mild,0.1,0.5,FPTO
md_knapsack,fpto,33,0,0.0,6,1.0,0.0,0.0009970089730807579,0.0,5.252468113088852,0.004142989321822777,1e-06,0.21668401997751194,0.22115994928557392,0.21668401997751194,0.00021603591223848828,0.0,0.0,-0.3449323094323362,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,0.5,mild,0.1,0.5,FPTO
md_knapsack,fpto,33,0,0.0,8,1.0,0.0,0.00099601593625498,0.0,5.252374512768289,0.004175951506718447,1e-06,0.2166873232441433,0.22131575512635185,0.2166873232441433,0.00021582402713329776,0.0,0.0,-0.3450602676883714,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,0.5,mild,0.1,0.5,FPTO
md_knapsack,fpto,33,0,0.0,10,1.0,0.0,0.0009950248756218907,0.0,5.252281003551477,0.0042089153367282275,1e-06,0.21668879136939842,0.22143069711662047,0.21668879136939842,0.00021561073767869865,0.0,0.0,-0.345133793018226,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,0.5,mild,0.1,0.5,FPTO
md_knapsack,fpto,33,0,0.0,12,1.0,0.0,0.0009940357852882705,0.0,5.252187585779559,0.0042418711893343255,1e-06,0.21668924120102345,0.2215354915109016,0.21668924120102345,0.00021539686003848693,0.0,0.0,-0.34516082431513884,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,0.5,mild,0.1,0.5,FPTO
md_knapsack,fpto,33,0,0.0,14,1.0,0.0,0.00099304865938431,0.0,5.252094270724641,0.004274819660963884,1e-06,0.21667288703381968,0.22164874823679784,0.21667288703381968,0.00021516671999157117,0.0,0.0,-0.3452830672314843,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,0.5,mild,0.1,0.5,FPTO
md_knapsack,fpto,33,0,0.0,16,1.0,0.0,0.000992063492063492,0.0,5.25200105113289,0.0043077546086918135,1e-06,0.21667337805230144,0.22176041744250707,0.21667337805230144,0.00021495374806546882,0.0,0.0,-0.3453514075102882,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,0.5,mild,0.1,0.5,FPTO
md_knapsack,fpto,33,0,0.0,18,1.0,0.0,0.000991080277502478,0.0,5.251907950531299,0.004340660513558239,1e-06,0.21663016046315658,0.2218388766344714,0.21663016046315658,0.00021469787954494086,0.0,0.0,-0.34513334316488026,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,0.5,mild,0.1,0.5,FPTO
md_knapsack,fpto,33,0,0.0,20,1.0,0.0,0.0009900990099009901,0.0,5.251814955162886,0.0043735345736117676,1e-06,0.21662781119095167,0.221932223902288,0.21662781119095167,0.00021448298137489698,0.0,0.0,-0.3451430974505514,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,0.5,mild,0.1,0.5,FPTO
md_knapsack,fpto,33,0,0.0,22,1.0,0.0,0.0009891196834817015,0.0,5.251722054985423,0.004406393823174165,1e-06,0.21662264597369366,0.22203650368231523,0.21662264597369366,0.00021426572301818335,0.0,0.0,-0.3452018788036185,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,0.5,mild,0.1,0.5,FPTO
md_knapsack,fpto,33,0,0.0,24,1.0,0.0,0.0009881422924901185,0.0,5.251629256493827,0.004439241037191783,1e-06,0.2166073643320433,0.2221314900461543,0.2166073643320433,0.00021403889755902916,0.0,0.0,-0.34528325159007134,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,0.5,mild,0.1,0.5,FPTO
md_knapsack,fpto,33,0,0.0,26,1.0,0.0,0.000987166831194472,0.0,5.251536554394084,0.004472073266442115,1e-06,0.21660961299859083,0.22222078637575077,0.21660961299859083,0.00021382982526780357,0.0,0.0,-0.34531109702992135,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,0.5,mild,0.1,0.5,FPTO
md_knapsack,fpto,33,0,0.0,28,1.0,0.0,0.0009861932938856016,0.0,5.25144393775961,0.004504896115688062,1e-06,0.21663017087371453,0.2223228467082883,0.21663017087371453,0.00021363922176666824,0.0,0.0,-0.3454514196899637,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,0.5,mild,0.1,0.5,FPTO
md_knapsack,fpto,33,0,0.0,30,1.0,0.0,0.0009852216748768474,0.0,5.251351397894369,0.004537706841754603,1e-06,0.21664619085575385,0.22239386231354977,0.21664619085575385,0.00021344452300832163,0.0,0.0,-0.345486883833075,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,0.5,mild,0.1,0.5,FPTO
md_knapsack,fpto,33,0,0.0,32,1.0,0.0,0.000984251968503937,0.0,5.251258937749535,0.004570504381552528,1e-06,0.21664495256908878,0.2224756147217392,0.21664495256908878,0.00021323322103029282,0.0,0.0,-0.34550256826213754,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,0.5,mild,0.1,0.5,FPTO
md_knapsack,fpto,33,0,0.0,34,1.0,0.0,0.0009832841691248771,0.0,5.251166568438521,0.004603283965485493,1e-06,0.21664565972763844,0.22255739252010082,0.21664565972763844,0.00021302424751754064,0.0,0.0,-0.345529262927258,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,0.5,mild,0.1,0.5,FPTO
md_knapsack,fpto,33,0,0.0,36,1.0,0.0,0.0009823182711198428,0.0,5.2510742888815,0.004636044917854966,1e-06,0.21665416899394083,0.22262845655255706,0.21665416899394083,0.00021282334871476532,0.0,0.0,-0.3455027037064458,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,0.5,mild,0.1,0.5,FPTO
md_knapsack,fpto,33,0,0.0,38,1.0,0.0,0.0009813542688910698,0.0,5.250982093155852,0.004668783753727698,1e-06,0.21665489355333006,0.22270677748661363,0.21665489355333006,0.0002126152046624315,0.0,0.0,-0.34552961996123177,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,0.5,mild,0.1,0.5,FPTO
md_knapsack,fpto,33,1,0.5,0,1.0,0.5,0.001,0.0,5.25274948064931,0.004044019159808436,1e-06,0.21668216416322728,0.22081356584946488,0.2065058591263763,0.00020650585912395102,0.0,0.0,-0.34477330504043313,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,0.5,mild,0.1,0.5,FPTO
md_knapsack,fpto,33,1,0.5,2,1.0,0.5,0.0009990009990009992,0.0,5.252672093572834,0.004028268505683473,1e-06,0.2166908319728448,0.22076637100298294,0.20649125377176328,0.00020628496880053848,0.0,0.0,-0.3449289195345763,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,0.5,mild,0.1,0.5,FPTO
md_knapsack,fpto,33,1,0.5,4,1.0,0.5,0.000998003992015968,0.0,5.252594781644096,0.0040125568036857686,1e-06,0.2166774961840618,0.2207035124339502,0.2064781520341761,0.00020606601999177535,0.0,0.0,-0.3448956126395275,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,0.5,mild,0.1,0.5,FPTO
