task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,loss_dec_normalized,loss_dec_normalized_true,mo_grad_norm_decision_regret,mo_grad_norm_pred_fairness,mo_grad_norm_pred_loss,mo_cos_decision_regret_pred_fairness,mo_cos_decision_regret_pred_loss,mo_cos_pred_fairness_pred_loss,direction_alignment_with_dec_regret,stationarity_proxy,mo_mgda_lambda_decision_regret,mo_mgda_lambda_pred_fairness,mo_mgda_lambda_pred_loss,mo_mgda_min_norm,mo_method,method_label,alpha_fair,unfairness_level,group_bias,group_ratio,config_name
md_knapsack,mgda,44,0,0.0,0,1.0,0.0,0.0005,0.0,7.020760640560051,2.4399791054767883,1.9972880739020549,0.4972267247364474,0.5085238504884344,0.4122764639073646,0.0002061382319530755,0.13480746820932474,-0.15474405664047125,0.4144221762640849,96,410.19371300035345,0,0,0,cpu,0.0,0.0,1.9972880739020549,0.5085238504884344,0.4972267247364474,-0.15474405664047125,0.13480746820932474,0.4144221762640849,0.2064181278316873,0.41508013304137087,0.047458097198267615,0.5046284468638793,0.44791345593685306,0.4122764639073646,mgda,FDFL-MGDA,0.5,medium,0.3,0.6,MGDA
md_knapsack,mgda,44,0,0.0,2,0.5773502691896258,0.0,0.0004995004995004996,0.0,7.008491934179373,1.0542602499403497,2.8143998075078933,0.47738336770404316,0.46536339536607996,0.33100811384274925,0.00016533871820241392,0.07293038672418486,-0.07148185556043377,0.0007643167722935082,96,435.2474840002287,0,0,0,cpu,0.0,0.0,2.8143998075078933,0.46536339536607996,0.47738336770404316,-0.07148185556043377,0.07293038672418486,0.0007643167722935082,0.11761231720996461,0.33346572753488873,0.014011536449243796,0.511618097786099,0.4743703657636571,0.33100811384274925,mgda,FDFL-MGDA,0.5,medium,0.3,0.6,MGDA
md_knapsack,mgda,44,0,0.0,4,0.4472135954999579,0.0,0.000499001996007984,0.0,9.086534730809946,0.7582922366253917,1.7525651183176485,0.5366232042694212,0.5313482998666129,0.3596716713669891,0.00017947688191896012,-0.055941890068911856,-0.14184915335795237,0.025519839826805713,96,445.2447359999496,0,0,0,cpu,0.0,0.0,1.7525651183176485,0.5313482998666129,0.5366232042694212,-0.14184915335795237,-0.055941890068911856,0.025519839826805713,0.20522595928126688,0.36001002668415477,0.07044970977319583,0.4795621074768163,0.4499881827489878,0.3596716713669891,mgda,FDFL-MGDA,0.5,medium,0.3,0.6,MGDA
md_knapsack,mgda,44,0,0.0,6,0.3779644730092272,0.0,0.0004985044865403789,0.0,5.017717991220662,0.34836095874622536,1.4502555624010731,0.4736507083035956,0.42895700449694313,0.3624908592001215,0.00018070331964045432,0.280120371285836,0.40801617048177935,0.30257434324749655,96,440.194899999824,0,0,0,cpu,0.0,0.0,1.4502555624010731,0.42895700449694313,0.4736507083035956,0.40801617048177935,0.280120371285836,0.30257434324749655,0.43268079313383756,0.36249108281244025,3.4694469519501444e-18,0.570674893164964,0.4293251068340358,0.3624908592001215,mgda,FDFL-MGDA,0.5,medium,0.3,0.6,MGDA
md_knapsack,mgda,44,0,0.0,8,0.3333333333333333,0.0,0.00049800796812749,0.0,5.558649547204878,0.0835911733203295,1.9381590333425527,0.39278998216995664,0.3928496501585422,0.26092627880744984,0.00012994336593901017,-0.06922829553850111,0.07437713830445723,-0.10205936612729108,96,456.7331570001443,0,0,0,cpu,0.0,0.0,1.9381590333425527,0.3928496501585422,0.39278998216995664,0.07437713830445723,-0.06922829553850111,-0.10205936612729108,0.13462594855072005,0.26320989030317793,0.017778856891272777,0.48532780921539687,0.4968933338923302,0.26092627880744984,mgda,FDFL-MGDA,0.5,medium,0.3,0.6,MGDA
md_knapsack,mgda,44,0,0.0,10,0.30151134457776363,0.0,0.0004975124378109454,0.0,4.972280605659994,0.8592974977602231,2.068926758507463,0.3821543128579993,0.34559967844185085,0.2987765760337545,0.00014864506270253155,0.2502217450310516,0.07153438005559896,0.3625227556415168,96,458.0491950000578,0,0,0,cpu,0.0,0.0,2.068926758507463,0.34559967844185085,0.3821543128579993,0.07153438005559896,0.2502217450310516,0.3625227556415168,0.1827993869120604,0.29879026666581626,1.0842021724844203e-18,0.5783713804016188,0.4216286195973812,0.2987765760337545,mgda,FDFL-MGDA,0.5,medium,0.3,0.6,MGDA
md_knapsack,mgda,44,0,0.0,12,0.2773500981126146,0.0,0.0004970178926441352,0.0,5.0085871397284825,1.3387508134835266,1.7116120880919168,0.4141392476360576,0.3702038150952058,0.33874336931163695,0.00016836151556171358,0.1688289599897204,-0.007943090448540937,0.5432382722353877,96,461.8274829999791,0,0,0,cpu,0.0,0.0,1.7116120880919168,0.3702038150952058,0.4141392476360576,-0.007943090448540937,0.1688289599897204,0.5432382722353877,0.19790886932697072,0.34169998334162,0.026120410163071203,0.6280613530436943,0.3458182367922345,0.33874336931163695,mgda,FDFL-MGDA,0.5,medium,0.3,0.6,MGDA
md_knapsack,mgda,44,0,0.0,14,0.2581988897471611,0.0,0.000496524329692155,0.0,5.941657902548741,0.8954055517840631,3.1873290497711193,0.49244821285868756,0.4676767637293972,0.404062488019893,0.00020062685601720645,0.3088950412636269,0.145689635339584,0.42108135835244576,96,617.6090290000502,0,0,0,cpu,0.0,0.0,3.1873290497711193,0.4676767637293972,0.49244821285868756,0.145689635339584,0.3088950412636269,0.42108135835244576,0.26329764965253527,0.4043023599088288,2.6020852139626083e-18,0.544493550092587,0.45550644990641287,0.404062488019893,mgda,FDFL-MGDA,0.5,medium,0.3,0.6,MGDA
md_knapsack,mgda,44,0,0.0,16,0.24253562503633297,0.0,0.000496031746031746,0.0,3.849976975089416,0.1176587943697888,1.5017296415935777,0.37043924810791734,0.3476168917495363,0.29967762324170694,0.0001486496147023957,0.22312167150798123,0.38569211364897177,0.39952619118760063,96,687.4890250001044,0,0,0,cpu,0.0,0.0,1.5017296415935777,0.3476168917495363,0.37043924810791734,0.38569211364897177,0.22312167150798123,0.39952619118760063,0.3706595351137883,0.2997673894293046,8.673617379875361e-18,0.552806415226615,0.44719358477238486,0.29967762324170694,mgda,FDFL-MGDA,0.5,medium,0.3,0.6,MGDA
md_knapsack,mgda,44,0,0.0,18,0.22941573387056174,0.0,0.000495540138751239,0.0,2.9441674884039584,1.0710454527194573,2.0859881848500192,0.321061532341759,0.28652525076973995,0.2724447357212652,0.00013500730214044266,0.04863047519199922,0.0351628919125017,0.65683694528293,96,672.5740199999564,0,0,0,cpu,0.0,0.0,2.0859881848500192,0.28652525076973995,0.321061532341759,0.0351628919125017,0.04863047519199922,0.65683694528293,0.1306061588461932,0.273535039486007,0.011404451142611046,0.6575827746647526,0.33101277419163627,0.2724447357212652,mgda,FDFL-MGDA,0.5,medium,0.3,0.6,MGDA
