task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,loss_dec_normalized,loss_dec_normalized_true,mo_grad_norm_decision_regret,mo_grad_norm_pred_fairness,mo_grad_norm_pred_loss,mo_cos_decision_regret_pred_fairness,mo_cos_decision_regret_pred_loss,mo_cos_pred_fairness_pred_loss,direction_alignment_with_dec_regret,stationarity_proxy,mo_cagrad_c,mo_cagrad_g0_norm,mo_cagrad_gw_norm,mo_cagrad_direction_norm,mo_cagrad_w_decision_regret,mo_cagrad_w_pred_fairness,mo_cagrad_w_pred_loss,mo_method,method_label,alpha_fair,unfairness_level,group_bias,group_ratio,config_name
md_knapsack,cagrad,11,0,0.0,0,1.0,0.0,0.0002,0.0,1.7705579820052841,0.880799001810297,2.1366661841886043,1.570055094402904,1.5995827318592553,2.335083549274026,0.013789555388286067,0.3230640802222128,0.1777283062207572,0.14768633612373983,96,334.45177799967496,0,0,0,cpu,0.0,0.0,2.1366661841886043,1.5995827318592553,1.570055094402904,0.1777283062207572,0.3230640802222128,0.14768633612373983,0.58296589701534,1.1658625596963688,0.5,1.234383112996918,1.2063993637537025,2.335083549274026,0.0,0.5473119517882142,0.45268804821078573,cagrad,FDFL-CAGrad,0.5,high,0.6,0.75,CAGrad
md_knapsack,cagrad,11,0,0.0,2,1.0,0.0,0.0006000000000000001,0.0,3.319915701529662,0.9050088837935006,3.571055238926265,2.1753069197511032,2.2273173660453747,3.2025381017821775,0.03027866570237554,0.5139771693953735,-0.27447848908120415,0.1271082735977513,96,320.77754299916705,0,0,0,cpu,0.0,0.0,3.571055238926265,2.2273173660453747,2.1753069197511032,-0.27447848908120415,0.5139771693953735,0.1271082735977513,0.2335346153012059,1.5509977392482333,0.5,1.7415192223201383,2.227317366043143,3.2025381017821775,0.0,0.9999999999989977,2.3314683517104917e-15,cagrad,FDFL-CAGrad,0.5,high,0.6,0.75,CAGrad
md_knapsack,cagrad,11,0,0.0,4,1.0,0.0,0.001,0.0,2.380868452600961,0.21793996023985673,1.640298793978672,1.8083914942061339,2.0685527562503947,2.1426718468601966,0.046209941095984565,0.5028999497292818,-0.2190636983495032,-0.16361050476850614,96,326.4768899998671,0,0,0,cpu,0.0,0.0,1.640298793978672,2.0685527562503947,1.8083914942061339,-0.2190636983495032,0.5028999497292818,-0.16361050476850614,0.6462414286451907,1.0690710151353995,0.5,1.0807732952962246,1.1240334557309257,2.1426718468601966,0.5183071512635227,0.4421234350726626,0.03956941366281468,cagrad,FDFL-CAGrad,0.5,high,0.6,0.75,CAGrad
md_knapsack,cagrad,11,0,0.0,6,1.0,0.0,0.0009995002498750627,0.0,1.8562339045654543,0.49777889553227644,1.912649621810192,1.7279458176673055,1.9748083223857875,2.275130503113265,0.042591879936334925,0.5034075054703698,-0.1606369939634582,-0.11056852385736997,96,338.682405000327,0,0,0,cpu,0.0,0.0,1.912649621810192,1.9748083223857875,1.7279458176673055,-0.1606369939634582,0.5034075054703698,-0.11056852385736997,0.5154305862671044,1.135478791659372,0.5,1.1500378060208367,1.2095787737353698,2.275130503113265,0.12482525365637706,0.5468140543775609,0.328360691965062,cagrad,FDFL-CAGrad,0.5,high,0.6,0.75,CAGrad
md_knapsack,cagrad,11,0,0.0,8,1.0,0.0,0.0009985022466300548,0.0,2.1733810966611182,0.576754101522524,2.024517044263596,2.0928355453073353,2.270750327851266,2.708238711577653,0.039134491192517176,0.46998155265334146,-0.09289769710228021,-0.003831033499401798,96,322.14048900004855,0,0,0,cpu,0.0,0.0,2.024517044263596,2.270750327851266,2.0928355453073353,-0.09289769710228021,0.46998155265334146,-0.003831033499401798,0.6530015721506727,1.3534240601095993,0.5,1.363288383670071,1.4038645124151807,2.708238711577653,0.42081685253474044,0.49017613230601986,0.0890070151582397,cagrad,FDFL-CAGrad,0.5,high,0.6,0.75,CAGrad
md_knapsack,cagrad,11,0,0.0,10,1.0,0.0,0.0009975062344139652,0.0,1.283449348340105,0.05379516358585375,1.2379116789834779,1.9360956070541764,2.1758021202143976,1.8329518796919884,0.03626482763873096,0.5038846900418793,-0.3235172398548382,-0.1556438469588596,96,319.378277999931,0,0,0,cpu,0.0,0.0,1.2379116789834779,2.1758021202143976,1.9360956070541764,-0.3235172398548382,0.5038846900418793,-0.1556438469588596,0.7414158653253081,0.896063694814694,0.5,1.020689788421923,0.9468443384249633,1.8329518796919884,0.8032143987702218,0.1967856012287781,0.0,cagrad,FDFL-CAGrad,0.5,high,0.6,0.75,CAGrad
md_knapsack,cagrad,11,0,0.0,12,1.0,0.0,0.000996512207274539,0.0,1.6966749873668252,0.09731136800000939,2.144850615360511,2.175907298041319,2.5079325182445444,3.5082477475527174,0.03491679184689233,0.6554432337343459,0.30929945405502246,0.24125596039892336,96,321.19919399974606,0,0,0,cpu,0.0,0.0,2.144850615360511,2.5079325182445444,2.175907298041319,0.30929945405502246,0.6554432337343459,0.24125596039892336,0.8135797695400397,1.7553842597483065,0.5,1.7544608598455076,1.7558122438745751,3.5082477475527174,0.2693776322340011,0.3296777141816531,0.40094465358334574,cagrad,FDFL-CAGrad,0.5,high,0.6,0.75,CAGrad
md_knapsack,cagrad,11,0,0.0,14,1.0,0.0,0.0009955201592832255,0.0,1.860633010868361,0.20882430204441307,1.4501945563122127,2.53713713885055,2.263728274720863,2.7241476754728127,0.034186516556651274,0.33208145537406114,0.24496176993630903,0.4675079640900252,96,336.2521340004605,0,0,0,cpu,0.0,0.0,1.4501945563122127,2.263728274720863,2.53713713885055,0.24496176993630903,0.33208145537406114,0.4675079640900252,0.8807453634556962,1.3394738959463168,0.5,1.6016235383089026,1.450194556310762,2.7241476754728127,0.9999999999989997,1.665334536936069e-16,0.0,cagrad,FDFL-CAGrad,0.5,high,0.6,0.75,CAGrad
md_knapsack,cagrad,11,0,0.0,16,1.0,0.0,0.000994530084535057,0.0,2.1901226139048537,0.5065192512203359,1.0766254824293546,2.663772786653782,2.309692505398679,2.2864004330919396,0.032475611540039404,0.20853935733358356,0.2751710391205326,0.4724665760357626,96,320.51372900059505,0,0,0,cpu,0.0,0.0,1.0766254824293546,2.309692505398679,2.663772786653782,0.2751710391205326,0.20853935733358356,0.4724665760357626,0.8014874679447066,1.0496198432421542,0.5,1.5623287508722823,1.0766254824282775,2.2864004330919396,0.999999999998999,0.0,8.326672684680341e-16,cagrad,FDFL-CAGrad,0.5,high,0.6,0.75,CAGrad
md_knapsack,cagrad,11,0,0.0,18,1.0,0.0,0.0009935419771485345,0.0,1.3195353794743414,0.4552706596150688,1.1216029635548324,2.060798526742715,2.170775959594138,1.752017426599058,0.03161694645104911,0.2184185907650331,-0.3372217382763435,0.11943797302969039,96,316.07496600008744,0,0,0,cpu,0.0,0.0,1.1216029635548324,2.170775959594138,2.060798526742715,-0.3372217382763435,0.2184185907650331,0.11943797302969039,0.7999341517073657,0.8314960595091423,0.5,1.0879836226248496,1.1216029635537106,1.752017426599058,0.9999999999989999,0.0,0.0,cagrad,FDFL-CAGrad,0.5,high,0.6,0.75,CAGrad
