task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,guided_norm_dec,guided_norm_pred,guided_scale,guided_ratio_pred_over_dec,guided_dir_norm,loss_dec_normalized,loss_dec_normalized_true
md_knapsack,fpto,11,0,0.0,0,1.0,0.0,0.0001,0.0,6.708582728475063,2.17787701578485,1e-06,1.2750624428763855,0.6500481443618916,1.2750624428763855,0.00012750624428760528,0.0,0.0,0.5523153728852518,0,0.0,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,fpto,11,0,0.0,5,1.0,0.0,9.975062344139652e-05,0.0,6.707770468043364,2.177648291248866,1e-06,1.275376597613282,0.6502560576520485,1.275376597613282,0.00012721961073444604,0.0,0.0,0.5523026803063341,0,0.0,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,fpto,11,0,0.0,10,1.0,0.0,9.950248756218906e-05,0.0,6.706959831829158,2.177420012589839,1e-06,1.2756909085929726,0.6504637784094705,1.2756909085929726,0.00012693441876543223,0.0,0.0,0.5522901098217234,0,0.0,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,fpto,11,0,0.0,15,1.0,0.0,9.925558312655087e-05,0.0,6.706150811464314,2.1771921775510017,1e-06,1.2760053743530018,0.6506713074041587,1.2760053743530018,0.0001266506575039799,0.0,0.0,0.5522776605963161,0,0.0,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,fpto,22,0,0.0,0,1.0,0.0,0.0001,0.0,6.988331842861027,2.179645167523745,1e-06,1.135516440130164,0.5471774421181527,1.135516440130164,0.00011355164401296921,0.0,0.0,0.4821755401016133,0,0.0,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,fpto,22,0,0.0,5,1.0,0.0,9.975062344139652e-05,0.0,6.987687689132318,2.1794955029332104,1e-06,1.13570980210837,0.5472646956788341,1.13570980210837,0.0001132877608087779,0.0,0.0,0.48214170101334675,0,0.0,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,fpto,22,0,0.0,10,1.0,0.0,9.950248756218906e-05,0.0,6.987044921355553,2.1793461724555736,1e-06,1.1359031283852594,0.5473518604546056,1.1359031283852594,0.00011302518690396928,0.0,0.0,0.4821079579541888,0,0.0,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,fpto,22,0,0.0,15,1.0,0.0,9.925558312655087e-05,0.0,6.986403404297318,2.17919723698798,1e-06,1.1363687828930353,0.5473989869218066,1.1363687828930353,0.00011279094619281485,0.0,0.0,0.48153168974871674,0,0.0,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,dfl,11,0,0.0,0,0.0,0.0,0.0001,0.0,6.708582728475063,2.17787701578485,571.5821793732873,1e-06,1e-06,571.5821793732873,0.05715821793732873,0.0,0.0,0.0,9,102.89400000328897,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,dfl,11,0,0.0,5,0.0,0.0,9.975062344139652e-05,0.0,6.752933276454809,2.1815233637405362,467.8081384798005,1e-06,1e-06,467.8081384798005,0.04666415346431925,0.0,0.0,0.0,9,107.37209999933839,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,dfl,11,0,0.0,10,0.0,0.0,9.950248756218906e-05,0.0,6.853295909949383,2.233726925857147,488.1649953607868,1e-06,1e-06,488.1649953607868,0.04857363137918278,0.0,0.0,0.0,9,107.52239999419544,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,dfl,11,0,0.0,15,0.0,0.0,9.925558312655087e-05,0.0,6.956713365984479,2.2419024395057603,474.9670190497235,1e-06,1e-06,474.9670190497235,0.04714312844165991,0.0,0.0,0.0,9,112.2553999957745,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,dfl,22,0,0.0,0,0.0,0.0,0.0001,0.0,6.988331842861027,2.179645167523745,907.6457517284803,1e-06,1e-06,907.6457517284803,0.09076457517284803,0.0,0.0,0.0,9,107.96770000160905,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,dfl,22,0,0.0,5,0.0,0.0,9.975062344139652e-05,0.0,6.9437820844674665,2.204380483972133,377.2376867054078,1e-06,1e-06,377.2376867054078,0.03762969443445466,0.0,0.0,0.0,9,108.82349999883445,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,dfl,22,0,0.0,10,0.0,0.0,9.950248756218906e-05,0.0,7.03744909244147,2.2510735279954996,376.17650534951787,1e-06,1e-06,376.17650534951787,0.03743049804472815,0.0,0.0,0.0,9,111.75809999986086,0,0,0,cpu,,,,,,0.0,0.0
md_knapsack,dfl,22,0,0.0,15,0.0,0.0,9.925558312655087e-05,0.0,7.0578313502325,2.25834948114769,334.71925693010553,1e-06,1e-06,334.71925693010553,0.03322275503028342,0.0,0.0,0.0,9,113.08769999595825,0,0,0,cpu,,,,,,0.0,0.0
