task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,loss_dec_normalized,loss_dec_normalized_true,mo_grad_norm_decision_regret,mo_grad_norm_pred_fairness,mo_grad_norm_pred_loss,mo_cos_decision_regret_pred_fairness,mo_cos_decision_regret_pred_loss,mo_cos_pred_fairness_pred_loss,direction_alignment_with_dec_regret,stationarity_proxy,mo_cagrad_c,mo_cagrad_g0_norm,mo_cagrad_gw_norm,mo_cagrad_direction_norm,mo_cagrad_w_decision_regret,mo_cagrad_w_pred_fairness,mo_cagrad_w_pred_loss,mo_method,method_label,alpha_fair,unfairness_level,group_bias,group_ratio,config_name
md_knapsack,cagrad,44,0,0.0,0,1.0,0.0,0.0002,0.0,1.9266196710240397,0.4838397224528418,1.5495839343821955,3.059931313925861,2.986131245414937,2.8490621073050937,0.013850368429083073,0.3192438868247998,0.07957036097722388,0.07110696598745585,96,328.6548469995978,0,0,0,cpu,0.0,0.0,1.5495839343821955,2.986131245414937,3.059931313925861,0.07957036097722388,0.3192438868247998,0.07110696598745585,0.8672804552898394,1.4033517628872327,0.5,1.691307237325755,1.5495839343806457,2.8490621073050937,0.9999999999989997,1.6653345369360693e-16,1.1102230246240462e-16,cagrad,FDFL-CAGrad,0.5,mild,0.2,0.5,CAGrad
md_knapsack,cagrad,44,0,0.0,2,1.0,0.0,0.0006000000000000001,0.0,2.564682844970624,0.4812601644421693,1.916255931147058,4.739906106612435,4.655576161044384,3.4631142341859382,0.028469084498783326,0.36216552591413065,-0.32112286049090044,0.03732563965569497,96,325.4041789996336,0,0,0,cpu,0.0,0.0,1.916255931147058,4.655576161044384,4.739906106612435,-0.32112286049090044,0.36216552591413065,0.03732563965569497,0.7591088872691282,1.5157463886658067,0.5,2.364313889846125,1.9162559311451413,3.4631142341859382,0.9999999999989999,0.0,0.0,cagrad,FDFL-CAGrad,0.5,mild,0.2,0.5,CAGrad
md_knapsack,cagrad,44,0,0.0,4,1.0,0.0,0.001,0.0,2.377885125613594,0.09487133539066793,1.7197547259130992,4.40022022402327,4.587075298289615,3.058959186842071,0.04210716098276297,0.12582307704095966,-0.04465634373310562,-0.2058031619359646,96,319.7495839995099,0,0,0,cpu,0.0,0.0,1.7197547259130992,4.587075298289615,4.40022022402327,-0.04465634373310562,0.12582307704095966,-0.2058031619359646,0.7876127901856226,1.5120793522342628,0.5,2.0070032839465024,1.7197547259113408,3.058959186842071,0.9999999999989753,1.2767564783176532e-14,1.1879386363477295e-14,cagrad,FDFL-CAGrad,0.5,mild,0.2,0.5,CAGrad
md_knapsack,cagrad,44,0,0.0,6,1.0,0.0,0.0009995002498750627,0.0,2.2891113903169193,0.36009606880775197,1.1594663725161374,4.696626771501686,4.736535709734382,2.9143045213635026,0.03896163956645963,0.39567064713189976,-0.05757544703937386,-0.09601875481885802,96,328.6750560000655,0,0,0,cpu,0.0,0.0,1.1594663725161374,4.736535709734382,4.696626771501686,-0.05757544703937386,0.39567064713189976,-0.09601875481885802,0.7118307458429777,1.1098145172656486,0.5,2.242080886589486,1.1594663725149779,2.9143045213635026,0.9999999999989999,0.0,0.0,cagrad,FDFL-CAGrad,0.5,mild,0.2,0.5,CAGrad
md_knapsack,cagrad,44,0,0.0,8,1.0,0.0,0.0009985022466300548,0.0,2.1381698788242534,0.1349138590028655,1.7912348652576073,4.0985467789634615,4.115819159665965,2.774536169626327,0.037859896329491854,0.4536233775717747,-0.4169340375183901,-0.3227737503393601,96,327.0039460003318,0,0,0,cpu,0.0,0.0,1.7912348652576073,4.115819159665965,4.0985467789634615,-0.4169340375183901,0.4536233775717747,-0.3227737503393601,0.7063127721085406,1.312848294677801,0.5,1.7181974230661468,1.4096424160976173,2.774536169626327,0.8641826755134282,0.13581732448557174,0.0,cagrad,FDFL-CAGrad,0.5,mild,0.2,0.5,CAGrad
md_knapsack,cagrad,44,0,0.0,10,1.0,0.0,0.0009975062344139652,0.0,1.4418600652224944,0.0715535889817712,1.2918743992447217,2.8649378816129065,2.913778421098313,2.450611288937423,0.03552739360532055,0.46426537573426235,-0.01697301816154792,-0.1549456803599526,96,326.71023099919694,0,0,0,cpu,0.0,0.0,1.2918743992447217,2.913778421098313,2.8649378816129065,-0.01697301816154792,0.46426537573426235,-0.1549456803599526,0.8770782313350104,1.1763419611633987,0.5,1.4563594356849032,1.2918743992434298,2.450611288937423,0.9999999999989995,0.0,5.551115123120231e-16,cagrad,FDFL-CAGrad,0.5,mild,0.2,0.5,CAGrad
md_knapsack,cagrad,44,0,0.0,12,1.0,0.0,0.000996512207274539,0.0,2.4591667195271287,0.5005028428212259,1.5391846871837818,5.347390413177283,5.3410559812853755,3.736343632612449,0.03424578979756534,0.3209007771801498,0.0039180177280271665,0.16155234273959454,96,344.69286500007,0,0,0,cpu,0.0,0.0,1.5391846871837818,5.3410559812853755,5.347390413177283,0.0039180177280271665,0.3209007771801498,0.16155234273959454,0.7042220609584608,1.480727296896337,0.5,2.8687104560332677,1.5391846871822426,3.736343632612449,0.9999999999989999,0.0,0.0,cagrad,FDFL-CAGrad,0.5,mild,0.2,0.5,CAGrad
md_knapsack,cagrad,44,0,0.0,14,1.0,0.0,0.0009955201592832255,0.0,1.235974969497342,0.03452297106148121,1.2593719490477941,2.4874791307884534,2.6670329240043067,1.9163741909798175,0.03104052795140616,0.5016517130425469,-0.31009566845892667,-0.42910819746925527,96,337.3637630002122,0,0,0,cpu,0.0,0.0,1.2593719490477941,2.6670329240043067,2.4874791307884534,-0.31009566845892667,0.5016517130425469,-0.42910819746925527,0.7536651934080365,0.9533643205217237,0.5,1.0673427494507108,0.9948453424157196,1.9163741909798175,0.8202033663940773,0.1797966336049227,0.0,cagrad,FDFL-CAGrad,0.5,mild,0.2,0.5,CAGrad
md_knapsack,cagrad,44,0,0.0,16,1.0,0.0,0.000994530084535057,0.0,2.3570993590753555,0.0074481014112295005,1.711563834752871,4.935390322203953,5.217815355163864,3.344233851288341,0.030573292921879797,0.45388292007779113,-0.01140152736587515,-0.5370010077219278,96,327.0249520001016,0,0,0,cpu,0.0,0.0,1.711563834752871,5.217815355163864,4.935390322203953,-0.01140152736587515,0.45388292007779113,-0.5370010077219278,0.8997430649303809,1.6166823766125993,0.5,1.9527740912832672,1.71156383475116,3.344233851288341,0.9999999999989984,0.0,1.5543122344736643e-15,cagrad,FDFL-CAGrad,0.5,mild,0.2,0.5,CAGrad
md_knapsack,cagrad,44,0,0.0,18,1.0,0.0,0.0009935419771485345,0.0,1.5816715554548344,0.341196664411465,0.9926957225209182,2.55673764594745,2.7083187657834724,1.908361294150813,0.029518032166383382,0.37068568485780334,-0.2065469686722414,0.0038599144070195312,96,330.97707199976867,0,0,0,cpu,0.0,0.0,0.9926957225209182,2.7083187657834724,2.55673764594745,-0.2065469686722414,0.37068568485780334,0.0038599144070195312,0.7614096131332586,0.8588945742081934,0.5,1.3200095603932658,0.9926957225199253,1.908361294150813,0.9999999999989997,0.0,1.665334536936069e-16,cagrad,FDFL-CAGrad,0.5,mild,0.2,0.5,CAGrad
