task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,loss_dec_normalized,loss_dec_normalized_true,mo_grad_norm_decision_regret,mo_grad_norm_pred_fairness,mo_grad_norm_pred_loss,mo_cos_decision_regret_pred_fairness,mo_cos_decision_regret_pred_loss,mo_cos_pred_fairness_pred_loss,direction_alignment_with_dec_regret,stationarity_proxy,mo_mgda_lambda_decision_regret,mo_mgda_lambda_pred_fairness,mo_mgda_lambda_pred_loss,mo_mgda_min_norm,mo_method,method_label,alpha_fair,unfairness_level,group_bias,group_ratio,config_name
md_knapsack,mgda,44,0,0.0,0,1.0,0.0,0.0002,0.0,2.026340835840221,0.6279065556002235,75.72818828623015,2.8854068050379205,2.801529145705907,2.134523108775266,0.013850437696726862,0.012398378468850278,0.06880207751358973,0.12783653957385105,96,408.93627100012964,0,0,0,cpu,0.0,0.0,75.72818828623015,2.801529145705907,2.8854068050379205,0.06880207751358973,0.012398378468850278,0.12783653957385105,0.054774101687400115,2.1354674210980846,1.76606369502345e-19,0.5169062731654317,0.4830937268335683,2.134523108775266,mgda,FDFL-MGDA,2.0,high,0.6,0.75,MGDA
md_knapsack,mgda,44,0,0.0,2,1.0,0.0,0.0006000000000000001,0.0,2.7975463876018583,0.7278762870357511,194.89904559199746,4.6411790949266845,4.37464134232009,3.582650920206575,0.03114985361597564,0.540505435821687,0.029102089481048858,0.2673718591630717,96,432.4469169996519,0,0,0,cpu,0.0,0.0,194.89904559199746,4.37464134232009,4.6411790949266845,0.029102089481048858,0.540505435821687,0.2673718591630717,0.3410887156899567,3.586683621609587,0.0,0.5402915301740547,0.45970846982494523,3.582650920206575,mgda,FDFL-MGDA,2.0,high,0.6,0.75,MGDA
md_knapsack,mgda,44,0,0.0,4,1.0,0.0,0.001,0.0,2.5514454438122454,0.437299102372701,143.2618437851534,4.249986106479506,4.310867164326024,3.2243250947211646,0.047033789293804855,0.37402939702448224,-0.02544246251829868,0.13502722001972475,96,375.05586199949903,0,0,0,cpu,0.0,0.0,143.2618437851534,4.310867164326024,4.249986106479506,-0.02544246251829868,0.37402939702448224,0.13502722001972475,0.23382895419028565,3.224657304135385,1.843072352152713e-16,0.4917788252012062,0.5082211747977935,3.2243250947211646,mgda,FDFL-MGDA,2.0,high,0.6,0.75,MGDA
md_knapsack,mgda,44,0,0.0,6,1.0,0.0,0.0009995002498750627,0.0,2.473038478375836,0.16650653719366248,167.387487129021,4.75073034603674,6.047022773669275,2.830854934135873,0.04391688171896062,0.2341833430674118,-0.29014355016903665,-0.4293556292774204,96,435.32899400088354,0,0,0,cpu,0.0,0.0,167.387487129021,6.047022773669275,4.75073034603674,-0.29014355016903665,0.2341833430674118,-0.4293556292774204,0.01691198040461664,2.8362918419898198,0.0008568646209364516,0.42104013301529186,0.5781030023627716,2.830854934135873,mgda,FDFL-MGDA,2.0,high,0.6,0.75,MGDA
md_knapsack,mgda,44,0,0.0,8,1.0,0.0,0.0009985022466300548,0.0,2.5282732246367003,0.34259605786460573,209.47972610540344,4.897700616975503,7.348683951726364,4.8977006169706065,0.040179418388348806,0.3659527099954187,0.374672535694404,0.7256164593775701,96,491.79791799997474,0,0,0,cpu,0.0,0.0,209.47972610540344,7.348683951726364,4.897700616975503,0.374672535694404,0.3659527099954187,0.7256164593775701,0.365952709995419,4.897700616975503,7.372574772894058e-18,0.0,0.9999999999989999,4.8977006169706065,mgda,FDFL-MGDA,2.0,high,0.6,0.75,MGDA
md_knapsack,mgda,44,0,0.0,10,1.0,0.0,0.0009975062344139652,0.0,1.522031757596902,0.17511435818758947,97.77973351774784,2.517984304735047,2.6881801518086057,1.8192076637426746,0.03747971807617367,0.11487161973280373,0.24474502901963016,-0.020074211690051164,96,287.25882900016586,0,0,0,cpu,0.0,0.0,97.77973351774784,2.6881801518086057,2.517984304735047,0.24474502901963016,0.11487161973280373,-0.020074211690051164,0.2538350875165642,1.8231018226331008,0.0,0.4679849881671716,0.5320150118318284,1.8192076637426746,mgda,FDFL-MGDA,2.0,high,0.6,0.75,MGDA
md_knapsack,mgda,44,0,0.0,12,1.0,0.0,0.000996512207274539,0.0,2.5717244918226263,0.4539201428309943,107.506234846039,4.5376263011908025,4.02579519125163,3.4035980261985253,0.03613495335235202,-0.07175334778323575,-0.04962938747281072,0.2955665588992558,96,292.75243100073567,0,0,0,cpu,0.0,0.0,107.506234846039,4.02579519125163,4.5376263011908025,-0.04962938747281072,-0.07175334778323575,0.2955665588992558,0.03165954077989955,3.4232267198978565,0.0033414152548564315,0.5806032960087171,0.4160552887354264,3.4035980261985253,mgda,FDFL-MGDA,2.0,high,0.6,0.75,MGDA
md_knapsack,mgda,44,0,0.0,14,1.0,0.0,0.0009955201592832255,0.0,1.4061415305570848,0.07835424559900986,137.1752315833005,2.290258995353705,3.226295382025773,1.387200935880411,0.033539720145972014,0.4856484062540493,-0.37370595099017595,-0.4579604512918141,96,323.2203090001349,0,0,0,cpu,0.0,0.0,137.1752315833005,3.226295382025773,2.290258995353705,-0.37370595099017595,0.4856484062540493,-0.4579604512918141,0.15873229759397034,1.3933924081843405,0.0,0.38485231301444534,0.6151476869845546,1.387200935880411,mgda,FDFL-MGDA,2.0,high,0.6,0.75,MGDA
md_knapsack,mgda,44,0,0.0,16,1.0,0.0,0.000994530084535057,0.0,2.475384569399415,0.22558284922667762,328.52341941420445,4.684206186261956,6.445177148550983,2.8827849242378716,0.03267976623063719,0.03833390035997302,-0.06658106194974281,-0.4292047813708059,96,281.06248600033723,0,0,0,cpu,0.0,0.0,328.52341941420445,6.445177148550983,4.684206186261956,-0.06658106194974281,0.03833390035997302,-0.4292047813708059,0.008774991926631972,2.9010724509449215,0.00025474263511131333,0.3908564468712729,0.6088888104926157,2.8827849242378716,mgda,FDFL-MGDA,2.0,high,0.6,0.75,MGDA
md_knapsack,mgda,44,0,0.0,18,1.0,0.0,0.0009935419771485345,0.0,1.8030441235934727,0.30924568341045416,94.43084440585203,2.5582560803566268,2.8430639275697036,1.9185958918397827,0.03181934422217871,0.2780683638826562,0.01850333831042619,0.017947546965364325,96,296.90454299998237,0,0,0,cpu,0.0,0.0,94.43084440585203,2.8430639275697036,2.5582560803566268,0.01850333831042619,0.2780683638826562,0.017947546965364325,0.2174806423076922,1.919793794506821,0.0,0.44646133731219223,0.5535386626868077,1.9185958918397827,mgda,FDFL-MGDA,2.0,high,0.6,0.75,MGDA
md_knapsack,mgda,44,0,0.0,20,1.0,0.0,0.0009925558312655087,0.0,2.008518246112268,0.050378967425715626,161.39759715240643,3.631345393938492,4.222615644573395,2.9460649346742227,0.03172301673733512,0.3635388269712309,-0.127687087550268,0.1471819540747708,96,293.4058630007712,0,0,0,cpu,0.0,0.0,161.39759715240643,4.222615644573395,3.631345393938492,-0.127687087550268,0.3635388269712309,0.1471819540747708,0.18783381004699373,2.9472421497137042,0.0,0.4123922564231909,0.5876077435758091,2.9460649346742227,mgda,FDFL-MGDA,2.0,high,0.6,0.75,MGDA
md_knapsack,mgda,44,0,0.0,22,1.0,0.0,0.000991571641051066,0.0,1.5717834337226044,0.1520473095475581,102.21810285661098,2.40509202005246,2.9367502442202946,1.9837523358256668,0.030312297083875447,0.016336160303724572,0.08801296562652375,0.14024428730985983,96,288.0483910003022,0,0,0,cpu,0.0,0.0,102.21810285661098,2.9367502442202946,2.40509202005246,0.08801296562652375,0.016336160303724572,0.14024428730985983,0.062425659913763795,1.986312171973747,0.0,0.38573892895519635,0.6142610710438036,1.9837523358256668,mgda,FDFL-MGDA,2.0,high,0.6,0.75,MGDA
md_knapsack,mgda,44,0,0.0,24,1.0,0.0,0.0009905894006934125,0.0,1.8028877121627083,0.5605781550954373,138.90378659695887,3.275036563511267,2.9589774473104775,2.5774475853723917,0.029872748797031144,0.032132449195741486,-0.2687756586580975,0.4338160198443458,96,301.96243899990804,0,0,0,cpu,0.0,0.0,138.90378659695887,2.9589774473104775,3.275036563511267,-0.2687756586580975,0.032132449195741486,0.4338160198443458,0.018555628644630805,2.6245221154089586,0.0036620489704185665,0.6281768216517803,0.368161129376801,2.5774475853723917,mgda,FDFL-MGDA,2.0,high,0.6,0.75,MGDA
md_knapsack,mgda,44,0,0.0,26,1.0,0.0,0.0009896091044037606,0.0,1.610691096372091,0.22630592933719784,107.12430481412255,2.9646183579897762,2.9582498203837995,1.9806802508426498,0.029175975523368054,0.16509919424760172,0.18149595916055658,-0.10534414935975163,96,294.1752719998476,0,0,0,cpu,0.0,0.0,107.12430481412255,2.9582498203837995,2.9646183579897762,0.18149595916055658,0.16509919424760172,-0.10534414935975163,0.2591177486681563,1.9806848821843823,1.9382895911548244e-18,0.500972769002695,0.4990272309963048,1.9806802508426498,mgda,FDFL-MGDA,2.0,high,0.6,0.75,MGDA
md_knapsack,mgda,44,0,0.0,28,1.0,0.0,0.0009886307464162135,0.0,1.5012986514779112,0.36768174718270086,122.10234301935718,2.4954264974591203,3.3615967102141915,2.362333303355305,0.028959435873347854,0.1933836717624261,0.04825724683073479,0.43601961532819017,96,309.1676569993069,0,0,0,cpu,0.0,0.0,122.10234301935718,3.3615967102141915,2.4954264974591203,0.04825724683073479,0.1933836717624261,0.43601961532819017,0.17015778550403074,2.3648454254290896,7.284686984392593e-19,0.2516138462931963,0.7483861537058036,2.362333303355305,mgda,FDFL-MGDA,2.0,high,0.6,0.75,MGDA
md_knapsack,mgda,44,0,0.0,30,1.0,0.0,0.0009876543209876543,0.0,1.3025264785772461,0.04638616566175814,130.1595647655023,1.7695715453720022,2.032847881495248,1.3745449350220895,0.027497466309264543,0.27522932674642364,0.12847884570326065,0.06122918376149386,96,290.5802280001808,0,0,0,cpu,0.0,0.0,130.1595647655023,2.032847881495248,1.7695715453720022,0.12847884570326065,0.27522932674642364,0.06122918376149386,0.2842224367790058,1.3745541707611524,2.861985043258971e-19,0.42664242854855416,0.5733575714504457,1.3745449350220895,mgda,FDFL-MGDA,2.0,high,0.6,0.75,MGDA
md_knapsack,mgda,44,0,0.0,32,1.0,0.0,0.0009866798223976318,0.0,1.1067484616751995,0.07957007608388679,96.96856233411724,1.6930644367231247,1.9328509719582523,1.2885851285827397,0.02586541871981581,0.13865350051590886,-0.1254847551981433,0.023943049790540485,96,284.8288720006167,0,0,0,cpu,0.0,0.0,96.96856233411724,1.9328509719582523,1.6930644367231247,-0.1254847551981433,0.13865350051590886,0.023943049790540485,0.02195707989154246,1.2886248347729234,0.0,0.4325558914042771,0.5674441085947227,1.2885851285827397,mgda,FDFL-MGDA,2.0,high,0.6,0.75,MGDA
md_knapsack,mgda,44,0,0.0,34,1.0,0.0,0.0009857072449482504,0.0,1.3244105023974326,0.20207456127525528,104.08225759083788,1.9093461559858182,2.0965749266500144,1.4530460414876147,0.024565249890780474,-0.06059983892935692,0.23824259250259144,0.05976947891301869,96,307.00296399936633,0,0,0,cpu,0.0,0.0,104.08225759083788,2.0965749266500144,1.9093461559858182,0.23824259250259144,-0.06059983892935692,0.05976947891301869,0.11106859889361091,1.454286979199889,6.476641602531259e-19,0.4504129969647443,0.5495870030342557,1.4530460414876147,mgda,FDFL-MGDA,2.0,high,0.6,0.75,MGDA
