task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,guided_norm_dec,guided_norm_pred,guided_scale,guided_ratio_pred_over_dec,guided_dir_norm,loss_dec_normalized,loss_dec_normalized_true,method_label,alpha_fair,unfairness_level,group_bias,group_ratio,config_name
md_knapsack,fpto,11,0,0.0,0,1.0,0.0,0.0002,0.0,1.3711687425441952,0.46500048698248175,1e-06,1.2563974927128323,1.2056600835682298,1.2563974927128323,0.013789264418853659,0.0,0.0,0.1198297468481041,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,2.0,mild,0.2,0.5,FPTO
md_knapsack,fpto,11,0,0.0,2,1.0,0.0,0.0006000000000000001,0.0,2.954082832995281,0.47056411471266274,1e-06,1.953524675126298,1.9463625065774148,1.953524675126298,0.031026826755814262,0.0,0.0,0.06431938045341073,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,2.0,mild,0.2,0.5,FPTO
md_knapsack,fpto,11,0,0.0,4,1.0,0.0,0.001,0.0,2.033252772302012,0.21669527863407503,1e-06,1.5047961034419712,1.4504693072731762,1.5047961034419712,0.04903019803483338,0.0,0.0,0.03815857473250414,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,2.0,mild,0.2,0.5,FPTO
md_knapsack,fpto,11,0,0.0,6,1.0,0.0,0.0009995002498750627,0.0,1.5167411149487973,0.36579341219451345,1e-06,1.3186998122500788,1.2925527636790481,1.3186998122500788,0.0453671128207762,0.0,0.0,0.12047356307897458,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,2.0,mild,0.2,0.5,FPTO
md_knapsack,fpto,11,0,0.0,8,1.0,0.0,0.0009985022466300548,0.0,1.778637503520088,0.09791028788893323,1e-06,1.614207246707751,1.647171717933616,1.614207246707751,0.04356413128000259,0.0,0.0,0.0663323061601998,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,2.0,mild,0.2,0.5,FPTO
md_knapsack,fpto,11,0,0.0,10,1.0,0.0,0.0009975062344139652,0.0,0.932784528839604,0.08538177718913341,1e-06,1.4120975681565366,1.352883103961319,1.4120975681565366,0.04277084671372124,0.0,0.0,0.13281791735493412,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,2.0,mild,0.2,0.5,FPTO
md_knapsack,fpto,11,0,0.0,12,1.0,0.0,0.000996512207274539,0.0,1.26391204925468,0.09502772394583994,1e-06,1.9563283474578015,1.9434429198575807,1.9563283474578015,0.0424788475771666,0.0,0.0,-0.16644801614191657,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,2.0,mild,0.2,0.5,FPTO
md_knapsack,fpto,11,0,0.0,14,1.0,0.0,0.0009955201592832255,0.0,1.469629678661324,0.12281141337774139,1e-06,2.1261405919690888,2.084678820271452,2.1261405919690888,0.04182679904768186,0.0,0.0,0.38666919697180857,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,2.0,mild,0.2,0.5,FPTO
md_knapsack,fpto,11,0,0.0,16,1.0,0.0,0.000994530084535057,0.0,1.6931385232500122,0.37153564387025884,1e-06,2.007712396150359,1.9527878129503666,2.007712396150359,0.040322316944474065,0.0,0.0,0.6110655253875469,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,2.0,mild,0.2,0.5,FPTO
md_knapsack,fpto,11,0,0.0,18,1.0,0.0,0.0009935419771485345,0.0,0.8798277000710845,0.21044094416951162,1e-06,1.3140198421664355,1.3240623644219356,1.3140198421664355,0.039807311471527516,0.0,0.0,0.3692795131908626,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,FPTO,2.0,mild,0.2,0.5,FPTO
