task,method,seed,stage_idx,lambda,iter,stage_type,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,guided_norm_dec,guided_norm_pred,guided_scale,guided_ratio_pred_over_dec,guided_dir_norm,loss_dec_normalized,loss_dec_normalized_pred_obj,val_check_regret,val_check_regret_normalized,val_check_fairness,val_check_pred_mse,val_check_metric_used,val_check_selection_value,val_check_is_best,mo_grad_norm_decision_regret,mo_grad_norm_pred_fairness,mo_grad_norm_pred_loss,mo_cos_decision_regret_pred_fairness,mo_cos_decision_regret_pred_loss,mo_cos_pred_fairness_pred_loss,direction_alignment_with_dec_regret,stationarity_proxy,mo_pcgrad_n_projections,mo_pcgrad_conflict_fraction,mo_method,mo_mgda_lambda_decision_regret,mo_mgda_lambda_pred_fairness,mo_mgda_lambda_pred_loss,mo_mgda_min_norm
medical_resource_allocation,fpto,55,0,0.0,0,train,1.0,0.0,0.0002,1195.0128261629543,398.6127709080846,0.005370385453165426,1e-06,23.044274909969612,0.10266815141075276,23.044274909969612,0.004608854981993919,0.0,0.0,-0.55887881263593,2.0,5.636199999571545,0.0,0.0,0.0,cpu,,,,,,0.27522955399074667,0.21582745877354706,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,55,0,0.0,5,train,1.0,0.0,0.001,1168.6391814017106,396.90045590205426,0.009902295895811628,1e-06,25.06947721080401,0.11976459425026749,25.06947721080401,0.025069477210804,0.0,0.0,-0.5901720608189763,2.0,5.241300000307092,0.0,0.0,0.0,cpu,,,,,,0.2691553041368312,0.212074364153477,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,55,0,0.0,10,train,1.0,0.0,0.0009756097560975611,1121.5026497248518,393.2547890733163,0.021321134847855593,1e-06,30.05649796590309,0.1619184129252547,30.05649796590309,0.029323412649661533,0.0,0.0,-0.6467932134678402,2.0,5.174500000066473,0.0,0.0,0.0,cpu,,,,,,0.25829904694355194,0.20527635904276367,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,55,0,0.0,15,train,1.0,0.0,0.0009523809523809524,1065.558010619824,387.824227397011,0.042356525423492414,1e-06,38.37353205957816,0.23308466146964466,38.37353205957816,0.03654622100912203,0.0,0.0,-0.7043837853355516,2.0,5.987399999867193,0.0,0.0,0.0,cpu,,,,,,0.24541414919857119,0.19705424846545716,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,55,0,0.0,20,val_check,,,,,,,,,,,,,,,,,,,,cpu,,,,,,,,61.83001994184178,0.22333742646676816,0.07552597146715168,377.47578612576916,val_regret,61.83001994184178,1.0,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,55,0,0.0,20,train,1.0,0.0,0.0009302325581395349,997.2271676299961,378.598293781054,0.08590907632344717,1e-06,52.268363852028536,0.3579718571648662,52.268363852028536,0.048621733815840486,0.0,0.0,-0.7515186321724192,2.0,8.760499999880267,0.0,0.0,0.0,cpu,,,,,,0.22967652109269715,0.1867779998666685,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,55,0,0.0,25,train,1.0,0.0,0.0009090909090909091,923.3060243347836,361.13693677050685,0.18412428824874924,1e-06,73.84511599435987,0.5759722898813003,73.84511599435987,0.06713192363123624,0.0,0.0,-0.7793794624104284,2.0,5.340800000340096,0.0,0.0,0.0,cpu,,,,,,0.21265136215364733,0.17536067561576996,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,55,0,0.0,30,val_check,,,,,,,,,,,,,,,,,,,,cpu,,,,,,,,53.81905374143281,0.19440085849550592,0.37484353600729703,323.5686513696889,val_regret,53.81905374143281,1.0,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,55,0,0.0,30,train,1.0,0.0,0.0008888888888888889,872.0687365676458,327.30759960864697,0.41261795919594274,1e-06,102.13037249297686,0.9647178265506271,102.13037249297686,0.09078255332709052,0.0,0.0,-0.7899111193408568,2.0,8.948100000452541,0.0,0.0,0.0,cpu,,,,,,0.20085063872114262,0.16725696955538152,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,55,0,0.0,35,train,1.0,0.0,0.0008695652173913044,876.9967968809897,271.64823621324865,0.9044466907698345,1e-06,119.0408475029251,1.6100301617200212,119.0408475029251,0.10351378043732619,0.0,0.0,-0.7808392237533309,2.0,5.555200000344485,0.0,0.0,0.0,cpu,,,,,,0.20198564565360894,0.16804330932236244,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,55,0,0.0,40,val_check,,,,,,,,,,,,,,,,,,,,cpu,,,,,,,,56.859708383690304,0.20538406670431425,1.4661364448251903,210.09549937464098,val_regret,56.859708383690304,0.0,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,55,0,0.0,40,train,1.0,0.0,0.000851063829787234,910.6452267939758,219.8971033075678,1.6152443298375443,1e-06,88.84366619742708,2.37321058381979,88.84366619742708,0.07561163080632091,0.0,0.0,-0.6632268502583942,2.0,6.3783999994484475,0.0,0.0,0.0,cpu,,,,,,0.20973538871467395,0.17337294640732526,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,55,0,0.0,45,train,1.0,0.0,0.0008333333333333334,893.2608697648466,197.23044388354612,2.040555012379182,1e-06,60.21464305959347,2.8197365220063992,60.21464305959347,0.05017886921632787,0.0,0.0,-0.24748126411654728,2.0,5.506900000000314,0.0,0.0,0.0,cpu,,,,,,0.20573150798068535,0.17062796038666758,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,55,0,0.0,50,val_check,,,,,,,,,,,,,,,,,,,,cpu,,,,,,,,52.314940003281436,0.18896781979184685,1.862123763820704,174.2899514660348,val_regret,52.314940003281436,1.0,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,55,0,0.0,50,train,1.0,0.0,0.0008163265306122448,831.404563182763,183.37012634493672,2.1251724044606326,1e-06,56.50440617778005,2.977907189482394,56.50440617778005,0.046126045859412296,0.0,0.0,0.005224085999355239,2.0,8.52370000029623,0.0,0.0,0.0,cpu,,,,,,0.1914850636753418,0.1607112581711037,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,55,0,0.0,55,train,1.0,0.0,0.0008,764.0078454382619,170.74295628096527,2.095229588979085,1e-06,54.80539056535824,3.054536035955639,54.80539056535824,0.04384431245228657,0.0,0.0,0.07789330224340747,2.0,5.54180000017368,0.0,0.0,0.0,cpu,,,,,,0.17596257876208796,0.14963280459767708,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,55,0,0.0,60,val_check,,,,,,,,,,,,,,,,,,,,cpu,,,,,,,,44.710398258103794,0.1614993055583952,1.700245336960107,151.93944751809138,val_regret,44.710398258103794,1.0,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,55,0,0.0,60,train,1.0,0.0,0.0007843137254901962,711.115148211863,159.43755703344627,2.032019015806683,1e-06,51.17756360665354,3.123579404504434,51.17756360665354,0.0401392655738459,0.0,0.0,0.11411740211311204,2.0,8.093600000393053,0.0,0.0,0.0,cpu,,,,,,0.1637805894576449,0.14073150123080447,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,55,0,0.0,65,train,1.0,0.0,0.0007692307692307692,677.9899015390647,150.14598703941985,1.9560749399160813,1e-06,45.67167725751813,3.1771770829038486,45.67167725751813,0.035132059428860093,0.0,0.0,0.13461194028093865,2.0,5.112300000291725,0.0,0.0,0.0,cpu,,,,,,0.15615134342113038,0.13506133458191377,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,55,0,0.0,70,val_check,,,,,,,,,,,,,,,,,,,,cpu,,,,,,,,41.43618959432723,0.1496724722924367,1.5007401776829847,136.96785993696196,val_regret,41.43618959432723,1.0,,,,,,,,,,,,,,,
