task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,guided_norm_dec,guided_norm_pred,guided_scale,guided_ratio_pred_over_dec,guided_dir_norm,loss_dec_normalized,loss_dec_normalized_true,method_label,alpha_fair,unfairness_level,group_bias,group_ratio,config_name
md_knapsack,wdro,44,0,0.0,0,1.0,0.0,0.0005,0.0,8.858502643987308,1.3098727276554616,1e-06,0.44359859388680845,1e-06,0.44359859388680845,0.00022179929694284164,0.0,0.0,0.0,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,WDRO,0.5,high,0.35,0.8,WDRO
md_knapsack,wdro,44,0,0.0,2,1.0,0.0,0.0004995004995004996,0.0,8.857920057499722,1.3098088038158004,1e-06,0.4436196750566188,1e-06,0.4436196750566188,0.0002215882492784688,0.0,0.0,0.0,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,WDRO,0.5,high,0.35,0.8,WDRO
md_knapsack,wdro,44,0,0.0,4,1.0,0.0,0.000499001996007984,0.0,8.857338289451494,1.309744894498258,1e-06,0.4435133997360035,1e-06,0.4435133997360035,0.00022131407172399002,0.0,0.0,0.0,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,WDRO,0.5,high,0.35,0.8,WDRO
md_knapsack,wdro,44,0,0.0,6,1.0,0.0,0.0004985044865403789,0.0,8.856757341318993,1.3096810039453886,1e-06,0.44352568274143983,1e-06,0.44352568274143983,0.0002210995427419262,0.0,0.0,0.0,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,WDRO,0.5,high,0.35,0.8,WDRO
md_knapsack,wdro,44,0,0.0,8,1.0,0.0,0.00049800796812749,0.0,8.856177035458739,1.3096171730206456,1e-06,0.44354632138825234,1e-06,0.44354632138825234,0.00022088960228442206,0.0,0.0,0.0,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,WDRO,0.5,high,0.35,0.8,WDRO
md_knapsack,wdro,44,0,0.0,10,1.0,0.0,0.0004975124378109454,0.0,8.855597348257412,1.3095533992374557,1e-06,0.4435504236927418,1e-06,0.4435504236927418,0.00022067185258289632,0.0,0.0,0.0,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,WDRO,0.5,high,0.35,0.8,WDRO
md_knapsack,wdro,44,0,0.0,12,1.0,0.0,0.0004970178926441352,0.0,8.855018372687038,1.3094896745800957,1e-06,0.4435461872855754,1e-06,0.4435461872855754,0.0002204503912944527,0.0,0.0,0.0,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,WDRO,0.5,high,0.35,0.8,WDRO
md_knapsack,wdro,44,0,0.0,14,1.0,0.0,0.000496524329692155,0.0,8.854440063211323,1.3094260021367576,1e-06,0.44355898325119586,1e-06,0.44355898325119586,0.0002202378268371712,0.0,0.0,0.0,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,WDRO,0.5,high,0.35,0.8,WDRO
md_knapsack,wdro,44,0,0.0,16,1.0,0.0,0.000496031746031746,0.0,8.85386240510015,1.3093623898681177,1e-06,0.4435618000753713,1e-06,0.4435618000753713,0.00022002073416380917,0.0,0.0,0.0,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,WDRO,0.5,high,0.35,0.8,WDRO
md_knapsack,wdro,44,0,0.0,18,1.0,0.0,0.000495540138751239,0.0,8.853285631986678,1.3092988013657423,1e-06,0.44346645355457875,1e-06,0.44346645355457875,0.00021975542792539336,0.0,0.0,0.0,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,WDRO,0.5,high,0.35,0.8,WDRO
md_knapsack,wdro,44,0,0.0,20,1.0,0.0,0.0004950495049504951,0.0,8.85270957447944,1.309235267411454,1e-06,0.44348540175070716,1e-06,0.44348540175070716,0.00021954722858890212,0.0,0.0,0.0,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,WDRO,0.5,high,0.35,0.8,WDRO
md_knapsack,wdro,44,0,0.0,22,1.0,0.0,0.0004945598417408507,0.0,8.852134133945917,1.3091717963093787,1e-06,0.4434985772602835,1e-06,0.4434985772602835,0.00021933658618158812,0.0,0.0,0.0,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,WDRO,0.5,high,0.35,0.8,WDRO
md_knapsack,wdro,44,0,0.0,24,1.0,0.0,0.0004940711462450593,0.0,8.851559428504725,1.3091084055189082,1e-06,0.4434505776329,1e-06,0.4434505776329,0.00021909613519356265,0.0,0.0,0.0,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,WDRO,0.5,high,0.35,0.8,WDRO
md_knapsack,wdro,44,0,0.0,26,1.0,0.0,0.000493583415597236,0.0,8.850985382553132,1.3090450680187338,1e-06,0.4434896163937967,1e-06,0.4434896163937967,0.00021889911964100375,0.0,0.0,0.0,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,WDRO,0.5,high,0.35,0.8,WDRO
md_knapsack,wdro,44,0,0.0,28,1.0,0.0,0.0004930966469428008,0.0,8.850411939634302,1.308981781740102,1e-06,0.4434999078090863,1e-06,0.4434999078090863,0.00021868831745954385,0.0,0.0,0.0,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,WDRO,0.5,high,0.35,0.8,WDRO
md_knapsack,wdro,44,0,0.0,30,1.0,0.0,0.0004926108374384237,0.0,8.849839116687722,1.3089185638218996,1e-06,0.4434799592187496,1e-06,0.4434799592187496,0.00021846303409735196,0.0,0.0,0.0,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,WDRO,0.5,high,0.35,0.8,WDRO
md_knapsack,wdro,44,0,0.0,32,1.0,0.0,0.0004921259842519685,0.0,8.849266960531658,1.3088554040459404,1e-06,0.44349904080363306,1e-06,0.44349904080363306,0.0002182574019697384,0.0,0.0,0.0,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,WDRO,0.5,high,0.35,0.8,WDRO
md_knapsack,wdro,44,0,0.0,34,1.0,0.0,0.0004916420845624386,0.0,8.848695552870295,1.3087923099841023,1e-06,0.44338874920439997,1e-06,0.44338874920439997,0.00021798856892982547,0.0,0.0,0.0,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,WDRO,0.5,high,0.35,0.8,WDRO
md_knapsack,wdro,44,0,0.0,36,1.0,0.0,0.0004911591355599214,0.0,8.848124933179879,1.3087292880481791,1e-06,0.44339470849431406,1e-06,0.44339470849431406,0.00021777736173535404,0.0,0.0,0.0,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,WDRO,0.5,high,0.35,0.8,WDRO
md_knapsack,wdro,44,0,0.0,38,1.0,0.0,0.0004906771344455349,0.0,8.847554944412504,1.3086663225801032,1e-06,0.4434090980229085,1e-06,0.4434090980229085,0.00021757070560440717,0.0,0.0,0.0,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,WDRO,0.5,high,0.35,0.8,WDRO
