task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,loss_dec_normalized,loss_dec_normalized_true,mo_grad_norm_decision_regret,mo_grad_norm_pred_fairness,mo_grad_norm_pred_loss,mo_cos_decision_regret_pred_fairness,mo_cos_decision_regret_pred_loss,mo_cos_pred_fairness_pred_loss,direction_alignment_with_dec_regret,stationarity_proxy,mo_pcgrad_n_projections,mo_pcgrad_conflict_fraction,mo_method,method_label,alpha_fair,unfairness_level,group_bias,group_ratio,config_name
md_knapsack,pcgrad,11,0,0.0,0,1.0,0.0,0.0002,0.0,1.3711687425441952,0.46500048698248175,163.59306140209475,1.2563974927128323,1.2056600835682298,163.18217296818392,0.013789836233717798,-0.09393030082367818,0.1412587465757864,0.1198297468481041,96,296.2131119998048,0,0,0,cpu,0.0,0.0,163.59306140209475,1.2056600835682298,1.2563974927128323,0.1412587465757864,-0.09393030082367818,0.1198297468481041,0.9947165369183485,0.9213012937272658,2.0,0.3333333333333333,pcgrad,FDFL-PCGrad,2.0,mild,0.2,0.5,PCGrad
md_knapsack,pcgrad,11,0,0.0,2,1.0,0.0,0.0006000000000000001,0.0,2.966798902507325,0.4735052000533377,249.62688334042102,1.957817071850886,1.9560127680571784,250.6326697144795,0.02640436227287829,0.37392550144651004,0.13285003520624983,0.035040320032688956,96,298.8571509999929,0,0,0,cpu,0.0,0.0,249.62688334042102,1.9560127680571784,1.957817071850886,0.13285003520624983,0.37392550144651004,0.035040320032688956,0.9999447307542086,1.4077826990781541,0.0,0.0,pcgrad,FDFL-PCGrad,2.0,mild,0.2,0.5,PCGrad
md_knapsack,pcgrad,11,0,0.0,4,1.0,0.0,0.001,0.0,2.070936154395788,0.22603545062174046,154.29629078796668,1.5407018743239702,1.493497752720017,154.89712221690212,0.03764594747140041,0.3448040127895124,0.028297348224493223,-0.02369292498102726,96,292.42920699971364,0,0,0,cpu,0.0,0.0,154.29629078796668,1.493497752720017,1.5407018743239702,0.028297348224493223,0.3448040127895124,-0.02369292498102726,0.9999090024962954,1.0601015651527093,2.0,0.3333333333333333,pcgrad,FDFL-PCGrad,2.0,mild,0.2,0.5,PCGrad
md_knapsack,pcgrad,11,0,0.0,6,1.0,0.0,0.0009995002498750627,0.0,1.5769115230707382,0.38590848263698685,142.1239133419471,1.3001094270467373,1.2878601898735387,140.923463278351,0.03367941311765796,0.4991081349159538,-0.17080701043635613,0.011914696597453827,96,283.46377299976666,0,0,0,cpu,0.0,0.0,142.1239133419471,1.2878601898735387,1.3001094270467373,-0.17080701043635613,0.4991081349159538,0.011914696597453827,0.9836994861513643,0.920430246414074,2.0,0.3333333333333333,pcgrad,FDFL-PCGrad,2.0,mild,0.2,0.5,PCGrad
md_knapsack,pcgrad,11,0,0.0,8,1.0,0.0,0.0009985022466300548,0.0,1.8713402663310603,0.08260712524991917,140.14959672198827,1.5466124666862502,1.5923692937362692,140.65926207287453,0.028994095483873043,0.07477575742208431,0.23627190285735433,0.06435417856119043,96,301.97877899991,0,0,0,cpu,0.0,0.0,140.14959672198827,1.5923692937362692,1.5466124666862502,0.23627190285735433,0.07477575742208431,0.06435417856119043,0.9998735660282405,1.1450578834699474,0.0,0.0,pcgrad,FDFL-PCGrad,2.0,mild,0.2,0.5,PCGrad
md_knapsack,pcgrad,11,0,0.0,10,1.0,0.0,0.0009975062344139652,0.0,1.0429425121084486,0.1255274683601431,105.64899740009648,1.3978177107356544,1.3517804892877356,105.30992273757623,0.02676159092324323,0.1250399454492826,-0.11503274508638431,0.07952197388817235,96,454.3227690001004,0,0,0,cpu,0.0,0.0,105.64899740009648,1.3517804892877356,1.3978177107356544,-0.11503274508638431,0.1250399454492826,0.07952197388817235,0.9916043422141932,1.0101639935663116,2.0,0.3333333333333333,pcgrad,FDFL-PCGrad,2.0,mild,0.2,0.5,PCGrad
md_knapsack,pcgrad,11,0,0.0,12,1.0,0.0,0.000996512207274539,0.0,1.44799829528789,0.09760743636147334,178.68278917815795,1.8083229692633473,1.8551116484472518,177.13845739602297,0.02420369865490009,0.29000546884869227,-0.16398806681067923,-0.2820310772187194,96,439.9833980000949,0,0,0,cpu,0.0,0.0,178.68278917815795,1.8551116484472518,1.8083229692633473,-0.16398806681067923,0.29000546884869227,-0.2820310772187194,0.9847921956890139,1.097638961253387,4.0,0.6666666666666666,pcgrad,FDFL-PCGrad,2.0,mild,0.2,0.5,PCGrad
md_knapsack,pcgrad,11,0,0.0,14,1.0,0.0,0.0009955201592832255,0.0,1.685681937497446,0.1872597463335928,227.20937733731495,1.8021222860038326,1.8057672264492763,228.03660798689612,0.02395972447323793,0.28836444227138214,0.16080196876165853,0.3054682995944113,96,410.8535169998504,0,0,0,cpu,0.0,0.0,227.20937733731495,1.8057672264492763,1.8021222860038326,0.16080196876165853,0.28836444227138214,0.3054682995944113,0.9999246097515381,1.457442799419651,0.0,0.0,pcgrad,FDFL-PCGrad,2.0,mild,0.2,0.5,PCGrad
md_knapsack,pcgrad,11,0,0.0,16,1.0,0.0,0.000994530084535057,0.0,2.0198006268207895,0.5484715892546335,84.21908807754244,1.7693710688770223,1.730489777809378,84.75609804121648,0.02185881078385112,0.22887274275051034,0.044728408750578735,0.549951388825633,96,449.43496599989885,0,0,0,cpu,0.0,0.0,84.21908807754244,1.730489777809378,1.7693710688770223,0.044728408750578735,0.22887274275051034,0.549951388825633,0.9993552428516749,1.540538669596497,0.0,0.0,pcgrad,FDFL-PCGrad,2.0,mild,0.2,0.5,PCGrad
md_knapsack,pcgrad,11,0,0.0,18,1.0,0.0,0.0009935419771485345,0.0,1.1343333614424036,0.36055174745368307,140.9349779424102,1.346649239870995,1.3192019432073407,141.63371359667119,0.02355214728819396,0.5026719621666498,-0.0187835693384877,0.2879224013070575,96,437.4442859998453,0,0,0,cpu,0.0,0.0,140.9349779424102,1.3192019432073407,1.346649239870995,-0.0187835693384877,0.5026719621666498,0.2879224013070575,0.9994949093353911,1.069666718547677,2.0,0.3333333333333333,pcgrad,FDFL-PCGrad,2.0,mild,0.2,0.5,PCGrad
