task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,loss_dec_normalized,loss_dec_normalized_true,mo_grad_norm_decision_regret,mo_grad_norm_pred_fairness,mo_grad_norm_pred_loss,mo_cos_decision_regret_pred_fairness,mo_cos_decision_regret_pred_loss,mo_cos_pred_fairness_pred_loss,direction_alignment_with_dec_regret,stationarity_proxy,mo_pcgrad_n_projections,mo_pcgrad_conflict_fraction,mo_method,method_label,alpha_fair,unfairness_level,group_bias,group_ratio,config_name
md_knapsack,pcgrad,55,0,0.0,0,1.0,0.0,0.0005,0.0,3.514654106721894,0.13958503181045662,3.1006972917729043,0.42700972173320206,0.407737868246124,3.4559964089926147,0.0017279982044962356,0.3702405128575604,0.2887811527033169,-0.13550053407611948,96,413.75909499993213,0,0,0,cpu,0.0,0.0,3.1006972917729043,0.407737868246124,0.42700972173320206,0.2887811527033169,0.3702405128575604,-0.13550053407611948,0.9877628316001199,0.2745013700159707,2.0,0.3333333333333333,pcgrad,FDFL-PCGrad,0.5,medium,0.3,0.6,PCGrad
md_knapsack,pcgrad,55,0,0.0,2,0.5773502691896258,0.0,0.0004995004995004996,0.0,6.261726370740545,0.47710813830066356,1.9906025016762858,0.582179151689909,0.5644160186482722,2.2052905327372034,0.0011015437226458435,-0.03580923663858292,-0.03933180446959648,0.11581062282694406,96,464.4991180002762,0,0,0,cpu,0.0,0.0,1.9906025016762858,0.5644160186482722,0.582179151689909,-0.03933180446959648,-0.03580923663858292,0.11581062282694406,0.9002420171611987,0.41559946534601344,4.0,0.6666666666666666,pcgrad,FDFL-PCGrad,0.5,medium,0.3,0.6,PCGrad
md_knapsack,pcgrad,55,0,0.0,4,0.4472135954999579,0.0,0.000499001996007984,0.0,3.9059900840096597,1.039518454942179,2.1327120247573204,0.465280578451275,0.4328421995215717,2.563141997626743,0.0012790129728675363,0.4644307027718986,0.2975225473970488,0.363411967438937,96,448.7850390000858,0,0,0,cpu,0.0,0.0,2.1327120247573204,0.4328421995215717,0.465280578451275,0.2975225473970488,0.4644307027718986,0.363411967438937,0.9666194564755418,0.3698466229078073,0.0,0.0,pcgrad,FDFL-PCGrad,0.5,medium,0.3,0.6,PCGrad
md_knapsack,pcgrad,55,0,0.0,6,0.3779644730092272,0.0,0.0004985044865403789,0.0,7.838012172376044,0.14264495663415375,2.5469777488258303,0.7089360489271817,0.7070354737142648,2.9983653200977955,0.0014946985643557475,0.26576664305813996,-0.11861392708188039,-0.2001522322935458,96,463.47714900002757,0,0,0,cpu,0.0,0.0,2.5469777488258303,0.7070354737142648,0.7089360489271817,-0.11861392708188039,0.26576664305813996,-0.2001522322935458,0.9052969116078171,0.44772751137343686,4.0,0.6666666666666666,pcgrad,FDFL-PCGrad,0.5,medium,0.3,0.6,PCGrad
md_knapsack,pcgrad,55,0,0.0,8,0.3333333333333333,0.0,0.00049800796812749,0.0,8.020296058073331,0.9832562709629773,3.9845055805541874,0.6119333644980985,0.5805961239089127,4.402452270341486,0.002192456309930962,0.45239751918974286,-0.07502653644491009,0.28761334833661767,96,686.770095999691,0,0,0,cpu,0.0,0.0,3.9845055805541874,0.5805961239089127,0.6119333644980985,-0.07502653644491009,0.45239751918974286,0.28761334833661767,0.962852916823331,0.4784343641200967,2.0,0.3333333333333333,pcgrad,FDFL-PCGrad,0.5,medium,0.3,0.6,PCGrad
md_knapsack,pcgrad,55,0,0.0,10,0.30151134457776363,0.0,0.0004975124378109454,0.0,4.7790540367417575,1.4578363186477212,3.219377295347667,0.5252672663710335,0.49459805575833904,3.5639783680004826,0.0017731235661693294,0.34850428373108844,0.12985140196979103,0.43270396383637866,96,675.81701600011,0,0,0,cpu,0.0,0.0,3.219377295347667,0.49459805575833904,0.5252672663710335,0.12985140196979103,0.34850428373108844,0.43270396383637866,0.9726937373859255,0.43083078419636633,0.0,0.0,pcgrad,FDFL-PCGrad,0.5,medium,0.3,0.6,PCGrad
md_knapsack,pcgrad,55,0,0.0,12,0.2773500981126146,0.0,0.0004970178926441352,0.0,7.651111049255005,0.47903500318962094,2.7135939447152655,0.5839027448680936,0.5501793533580447,3.199004639998432,0.0015899625447307472,0.3540397775042401,0.30574781664196793,0.2980906174352646,96,679.197447000206,0,0,0,cpu,0.0,0.0,2.7135939447152655,0.5501793533580447,0.5839027448680936,0.30574781664196793,0.3540397775042401,0.2980906174352646,0.9654674582292027,0.456471077071395,0.0,0.0,pcgrad,FDFL-PCGrad,0.5,medium,0.3,0.6,PCGrad
md_knapsack,pcgrad,55,0,0.0,14,0.2581988897471611,0.0,0.000496524329692155,0.0,6.129046205436729,0.09044981195678323,3.0948569045826533,0.6072589956098334,0.589993756388964,3.4329163099691997,0.0017045264696966557,0.27250009696004857,-0.13987764482713702,-0.21210144042523232,96,633.7906189996829,0,0,0,cpu,0.0,0.0,3.0948569045826533,0.589993756388964,0.6072589956098334,-0.13987764482713702,0.27250009696004857,-0.21210144042523232,0.9349886043895649,0.37579021063178053,4.0,0.6666666666666666,pcgrad,FDFL-PCGrad,0.5,medium,0.3,0.6,PCGrad
md_knapsack,pcgrad,55,0,0.0,16,0.24253562503633297,0.0,0.000496031746031746,0.0,3.9771854364868076,1.411010372812532,2.523669080434309,0.5077302656055139,0.44574779154438676,2.9177512449051677,0.00144729724449653,0.2719091840799884,0.3082957911122041,0.6571490466120226,96,457.98938299958536,0,0,0,cpu,0.0,0.0,2.523669080434309,0.44574779154438676,0.5077302656055139,0.3082957911122041,0.2719091840799884,0.6571490466120226,0.9593510672322396,0.4279269488878098,0.0,0.0,pcgrad,FDFL-PCGrad,0.5,medium,0.3,0.6,PCGrad
md_knapsack,pcgrad,55,0,0.0,18,0.22941573387056174,0.0,0.000495540138751239,0.0,3.6263220877293803,1.1735375180318572,2.6945803911031625,0.42094070404812634,0.3783789638562288,2.987752066239149,0.0014805510734583725,0.30801080662567326,0.21663917102941974,0.6436998267893266,96,457.9866270000821,0,0,0,cpu,0.0,0.0,2.6945803911031625,0.3783789638562288,0.42094070404812634,0.21663917102941974,0.30801080662567326,0.6436998267893266,0.9727066763009745,0.3589517127451483,0.0,0.0,pcgrad,FDFL-PCGrad,0.5,medium,0.3,0.6,PCGrad
