task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,guided_norm_dec,guided_norm_pred,guided_scale,guided_ratio_pred_over_dec,guided_dir_norm,loss_dec_normalized,loss_dec_normalized_true,mo_grad_norm_decision_regret,mo_grad_norm_pred_fairness,mo_grad_norm_pred_loss,mo_cos_decision_regret_pred_fairness,mo_cos_decision_regret_pred_loss,mo_cos_pred_fairness_pred_loss,direction_alignment_with_dec_regret,stationarity_proxy,mo_pcgrad_n_projections,mo_pcgrad_conflict_fraction,mo_method,mo_mgda_lambda_decision_regret,mo_mgda_lambda_pred_fairness,mo_mgda_lambda_pred_loss,mo_mgda_min_norm
md_knapsack,fpto,11,0,0.0,0,1.0,0.0,0.0005,0.0,6.650629153797473,1.9498361466342677,1e-06,1.269420383033005,0.6208317402440324,1.269420383033005,0.0006347101915163101,0.0,0.0,0.49504230555362555,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,0,0.0,5,1.0,0.0,0.0004987531172069826,0.0,6.6466001323307,1.948860532002717,1e-06,1.2709919839850574,0.621808836711587,1.2709919839850574,0.0006339112139574348,0.0,0.0,0.49496514653703194,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,0,0.0,10,1.0,0.0,0.0004975124378109454,0.0,6.642563530999238,1.9478884536862346,1e-06,1.2779137985628484,0.6210801779968381,1.2779137985628484,0.0006357780092350537,0.0,0.0,0.4869670148216472,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,0,0.0,15,1.0,0.0,0.0004962779156327543,0.0,6.638500462574791,1.9469267625989144,1e-06,1.279582002126006,0.6220572471951649,1.279582002126006,0.000635028288896078,0.0,0.0,0.4868477825837302,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,0,0.0,20,1.0,0.0,0.0004950495049504951,0.0,6.634436825711928,1.9459649168208748,1e-06,1.2812705747116797,0.6230393682121071,1.2812705747116797,0.0006342923637184621,0.0,0.0,0.4867310746867287,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,0,0.0,25,1.0,0.0,0.0004938271604938272,0.0,6.630372480003554,1.945002886412373,1e-06,1.2829795707126095,0.6240265691420387,1.2829795707126095,0.0006335701583764061,0.0,0.0,0.4866168731979901,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,1,0.5,0,1.0,0.5,0.0005,0.0,6.650629153797473,1.9498361466342677,1e-06,1.269420383033005,0.6208317402440324,1.4484223184427645,0.0007242111592212047,0.0,0.0,0.49504230555362555,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,1,0.5,5,1.0,0.5,0.0004987531172069826,0.0,6.646111999651259,1.9483779541634052,1e-06,1.2710811135460107,0.6221185837695679,1.4504759597515267,0.0007234294063596852,0.0,0.0,0.49506026373008016,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,1,0.5,10,1.0,0.5,0.0004975124378109454,0.0,6.641580964954791,1.9469270082530274,1e-06,1.2781105594234714,0.6217002801006273,1.4550872568477065,0.0007239240083817679,0.0,0.0,0.4871428249801585,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,1,0.5,15,1.0,0.5,0.0004962779156327543,0.0,6.637034721944812,1.9454823371412355,1e-06,1.2798756823664734,0.6229917448709485,1.4572275360692655,0.0007231898442029381,0.0,0.0,0.48711316775328156,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,1,0.5,20,1.0,0.5,0.0004950495049504951,0.0,6.632486836075086,1.9440359640130633,1e-06,1.2816659411894642,0.6242914573251821,1.4593962789209667,0.0007224734054062537,0.0,0.0,0.4870876596197268,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,11,1,0.5,25,1.0,0.5,0.0004938271604938272,0.0,6.627937955744588,1.9425885859651812,1e-06,1.283403617686312,0.625216964307498,1.4613318685899375,0.000721645367204741,0.0,0.0,0.4868384090716563,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,22,0,0.0,0,1.0,0.0,0.0005,0.0,6.930656401351119,1.9420252955416373,1e-06,1.1318274167133007,0.5217676713754669,1.1318274167133007,0.0005659137083564358,0.0,0.0,0.42703258513176534,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,22,0,0.0,5,1.0,0.0,0.0004987531172069826,0.0,6.927453405432907,1.9413956442225835,1e-06,1.1334050965958862,0.5219634211456645,1.1334050965958862,0.0005652893249852668,0.0,0.0,0.42583357851262393,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,22,0,0.0,10,1.0,0.0,0.0004975124378109454,0.0,6.924250584387845,1.9407676502276305,1e-06,1.134391789321586,0.5223781796051221,1.134391789321586,0.0005643740245378855,0.0,0.0,0.425644458143658,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,22,0,0.0,15,1.0,0.0,0.0004962779156327543,0.0,6.92105013690765,1.940140448711327,1e-06,1.1353875200594574,0.5227949976050497,1.1353875200594574,0.0005634677518903345,0.0,0.0,0.4254559663472282,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,22,0,0.0,20,1.0,0.0,0.0004950495049504951,0.0,6.917851716332282,1.9395141608899595,1e-06,1.136450069428124,0.5231989073760042,1.136450069428124,0.000562599044271122,0.0,0.0,0.4251622203092246,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,22,0,0.0,25,1.0,0.0,0.0004938271604938272,0.0,6.91465582607305,1.9388883961683954,1e-06,1.1372653728996835,0.5235170294754844,1.1372653728996835,0.0005616125298267821,0.0,0.0,0.425604136942213,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,22,1,0.5,0,1.0,0.5,0.0005,0.0,6.930656401351119,1.9420252955416373,1e-06,1.1318274167133007,0.5217676713754669,1.2654162074892836,0.0006327081037444404,0.0,0.0,0.42703258513176534,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,22,1,0.5,5,1.0,0.5,0.0004987531172069826,0.0,6.927138421407352,1.941055396917974,1e-06,1.1333975673041798,0.5221694755736557,1.2667903346856422,0.0006318156282719463,0.0,0.0,0.4258052718539595,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,22,1,0.5,10,1.0,0.5,0.0004975124378109454,0.0,6.923621566499449,1.9400870901250618,1e-06,1.1343779938942558,0.5227916406459869,1.2678857941559905,0.0006307889523162159,0.0,0.0,0.4255897760914299,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,22,1,0.5,15,1.0,0.5,0.0004962779156327543,0.0,6.920107388596958,1.93911942152656,1e-06,1.1354264295107668,0.5234021604915565,1.2690205015484022,0.0006297868494034698,0.0,0.0,0.4252716315261181,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,22,1,0.5,20,1.0,0.5,0.0004950495049504951,0.0,6.916595587835227,1.9381524915080848,1e-06,1.1364290684917517,0.5240318256622063,1.2701405269927777,0.0006287824391051508,0.0,0.0,0.42505955624571995,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
md_knapsack,fpto,22,1,0.5,25,1.0,0.5,0.0004938271604938272,0.0,6.913086309028657,1.937186136299553,1e-06,1.1374428215517853,0.5246651390705585,1.2712729180648938,0.0006277890953404987,0.0,0.0,0.4248495743637421,0,0.0,0,0,0,cpu,,,,,,0.0,0.0,,,,,,,,,,,,,,,
