task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,loss_dec_normalized,loss_dec_normalized_true,mo_grad_norm_decision_regret,mo_grad_norm_pred_fairness,mo_grad_norm_pred_loss,mo_cos_decision_regret_pred_fairness,mo_cos_decision_regret_pred_loss,mo_cos_pred_fairness_pred_loss,direction_alignment_with_dec_regret,stationarity_proxy,mo_pcgrad_n_projections,mo_pcgrad_conflict_fraction,mo_method,method_label,alpha_fair,unfairness_level,group_bias,group_ratio,config_name
md_knapsack,pcgrad,44,0,0.0,0,1.0,0.0,0.0005,0.0,7.385266211536281,1.1590904937840465,2.4752753836637784,0.5371431778405354,0.5045921040411318,2.691464098842245,0.0013457320494210405,0.03854672967154259,0.11877080654151656,0.3222102008791179,96,414.48149000007106,0,0,0,cpu,0.0,0.0,2.4752753836637784,0.5045921040411318,0.5371431778405354,0.11877080654151656,0.03854672967154259,0.3222102008791179,0.9496360396577753,0.42297456869287103,0.0,0.0,pcgrad,FDFL-PCGrad,0.5,high,0.35,0.8,PCGrad
md_knapsack,pcgrad,44,0,0.0,2,0.5773502691896258,0.0,0.0004995004995004996,0.0,7.32453510797464,1.5895804292716078,3.58585054472628,0.5012454445121612,0.4552876195302449,3.827030523948356,0.0019116036583157962,0.16852599342450778,0.1773897677415107,0.31611049078166953,96,442.4167130000569,0,0,0,cpu,0.0,0.0,3.58585054472628,0.4552876195302449,0.5012454445121612,0.1773897677415107,0.16852599342450778,0.31611049078166953,0.9801559650028073,0.38622104910201877,0.0,0.0,pcgrad,FDFL-PCGrad,0.5,high,0.35,0.8,PCGrad
md_knapsack,pcgrad,44,0,0.0,4,0.4472135954999579,0.0,0.000499001996007984,0.0,9.630461100941591,1.2114691397657051,2.267018658613919,0.5701851178765777,0.549840569308016,2.661690534678419,0.0013281888895599967,0.2314760449905618,0.22849509519880845,0.2387926087353674,96,433.95901600024445,0,0,0,cpu,0.0,0.0,2.267018658613919,0.549840569308016,0.5701851178765777,0.22849509519880845,0.2314760449905618,0.2387926087353674,0.948509488592758,0.44078449846699846,0.0,0.0,pcgrad,FDFL-PCGrad,0.5,high,0.35,0.8,PCGrad
md_knapsack,pcgrad,44,0,0.0,6,0.3779644730092272,0.0,0.0004985044865403789,0.0,5.378382529113603,1.2076269682178704,3.2527018822521963,0.5030688063862184,0.46188028665077524,3.588318959163405,0.0017887931002807857,0.3293767256618442,0.20666405854639566,0.28112860055339284,96,678.5468349999064,0,0,0,cpu,0.0,0.0,3.2527018822521963,0.46188028665077524,0.5030688063862184,0.20666405854639566,0.3293767256618442,0.28112860055339284,0.9792482588846878,0.38488734024224197,0.0,0.0,pcgrad,FDFL-PCGrad,0.5,high,0.35,0.8,PCGrad
md_knapsack,pcgrad,44,0,0.0,8,0.3333333333333333,0.0,0.00049800796812749,0.0,5.899012865962872,0.9671170106127587,3.5622591060311275,0.41834808844522714,0.3536852681189404,3.706798369936145,0.0018460151244701197,0.206123449654897,-0.002052678588072356,0.4335622452032165,96,684.2819970001983,0,0,0,cpu,0.0,0.0,3.5622591060311275,0.3536852681189404,0.41834808844522714,-0.002052678588072356,0.206123449654897,0.4335622452032165,0.9842659577136393,0.3216789492298351,2.0,0.3333333333333333,pcgrad,FDFL-PCGrad,0.5,high,0.35,0.8,PCGrad
md_knapsack,pcgrad,44,0,0.0,10,0.30151134457776363,0.0,0.0004975124378109454,0.0,5.172243391068353,1.6216520840631365,2.287599613245919,0.40021257068842736,0.3356886152016873,2.4588172562171455,0.001223292167272113,0.09633385297913327,0.16020890036971613,0.4368002630459813,96,686.4509660003932,0,0,0,cpu,0.0,0.0,2.287599613245919,0.3356886152016873,0.40021257068842736,0.16020890036971613,0.09633385297913327,0.4368002630459813,0.9679181850870282,0.30650541681534993,0.0,0.0,pcgrad,FDFL-PCGrad,0.5,high,0.35,0.8,PCGrad
md_knapsack,pcgrad,44,0,0.0,12,0.2773500981126146,0.0,0.0004970178926441352,0.0,5.184793075779919,1.1032522345578608,3.4204913384404616,0.426781621181325,0.3694482965895992,3.6543738878502334,0.001816289208673009,0.2915332076081751,0.13771844361532917,0.43387939880171084,96,528.047092000179,0,0,0,cpu,0.0,0.0,3.4204913384404616,0.3694482965895992,0.426781621181325,0.13771844361532917,0.2915332076081751,0.43387939880171084,0.9839694317455773,0.3332465866209587,0.0,0.0,pcgrad,FDFL-PCGrad,0.5,high,0.35,0.8,PCGrad
md_knapsack,pcgrad,44,0,0.0,14,0.2581988897471611,0.0,0.000496524329692155,0.0,6.3097491225110875,2.155637239456113,1.6198024619340534,0.516477142680202,0.420483591299177,2.050908640530004,0.0010183260379988872,0.32923724156456535,0.2661603266112536,0.5191172777274633,96,459.5294079999803,0,0,0,cpu,0.0,0.0,1.6198024619340534,0.420483591299177,0.516477142680202,0.2661603266112536,0.32923724156456535,0.5191172777274633,0.9272777851400591,0.39748935305863203,0.0,0.0,pcgrad,FDFL-PCGrad,0.5,high,0.35,0.8,PCGrad
md_knapsack,pcgrad,44,0,0.0,16,0.24253562503633297,0.0,0.000496031746031746,0.0,4.077333780532514,1.1792414449878938,1.9462159433933444,0.3913924403072336,0.3123596387714999,2.2137609738914055,0.0010980957211761788,0.285444795850602,0.24404507347629303,0.5342881448737288,96,441.3708370002496,0,0,0,cpu,0.0,0.0,1.9462159433933444,0.3123596387714999,0.3913924403072336,0.24404507347629303,0.285444795850602,0.5342881448737288,0.9640456827898182,0.29823822355470614,0.0,0.0,pcgrad,FDFL-PCGrad,0.5,high,0.35,0.8,PCGrad
md_knapsack,pcgrad,44,0,0.0,18,0.22941573387056174,0.0,0.000495540138751239,0.0,3.1691328740532034,1.1512751503661172,1.930269131615723,0.3420715334627014,0.26766384704482044,2.213559088746107,0.001096907377971198,0.39203929241593144,0.34879576144309477,0.5849092423735365,96,446.3023350003823,0,0,0,cpu,0.0,0.0,1.930269131615723,0.26766384704482044,0.3420715334627014,0.34879576144309477,0.39203929241593144,0.5849092423735365,0.9747806778053936,0.26006889538301425,0.0,0.0,pcgrad,FDFL-PCGrad,0.5,high,0.35,0.8,PCGrad
md_knapsack,pcgrad,44,0,0.0,20,0.2182178902359924,0.0,0.0004950495049504951,0.0,6.036815547961814,0.9562976599555453,2.7140047397721374,0.5233921048599319,0.5068884970277179,3.109432538759647,0.0015393230389898472,0.3881433889052469,0.19145162379263728,0.26838910963681273,96,437.0890360000885,0,0,0,cpu,0.0,0.0,2.7140047397721374,0.5068884970277179,0.5233921048599319,0.19145162379263728,0.3881433889052469,0.26838910963681273,0.9693731937719867,0.41026920338463885,0.0,0.0,pcgrad,FDFL-PCGrad,0.5,high,0.35,0.8,PCGrad
md_knapsack,pcgrad,44,0,0.0,22,0.20851441405707477,0.0,0.0004945598417408507,0.0,4.983438967713108,1.8268884001084016,1.9053784017634865,0.4915900963178735,0.42728530028546763,2.1987667472659154,0.0010874217345527612,0.206425695816687,0.12718825261076894,0.44292751175192663,96,444.1171589996884,0,0,0,cpu,0.0,0.0,1.9053784017634865,0.42728530028546763,0.4915900963178735,0.12718825261076894,0.206425695816687,0.44292751175192663,0.9374349974704033,0.3859999184080553,0.0,0.0,pcgrad,FDFL-PCGrad,0.5,high,0.35,0.8,PCGrad
md_knapsack,pcgrad,44,0,0.0,24,0.2,0.0,0.0004940711462450593,0.0,7.10819423657293,1.2306564893279592,2.3097588222389973,0.4439674308713245,0.42828198512075516,2.5552521214755353,0.0012624763446024386,0.20610464436514994,0.14329487677858888,0.282916240258373,96,437.43693299984443,0,0,0,cpu,0.0,0.0,2.3097588222389973,0.42828198512075516,0.4439674308713245,0.14329487677858888,0.20610464436514994,0.282916240258373,0.9637535041160856,0.34932855835908794,0.0,0.0,pcgrad,FDFL-PCGrad,0.5,high,0.35,0.8,PCGrad
md_knapsack,pcgrad,44,0,0.0,26,0.19245008972987526,0.0,0.000493583415597236,0.0,4.458150048861647,0.5481688622479081,2.8602728333783296,0.43566290036485716,0.49968546372793377,3.0730089405680032,0.001516786249046319,0.29953333183174796,-0.02215206874941697,0.028919689501919893,96,431.5163520000169,0,0,0,cpu,0.0,0.0,2.8602728333783296,0.49968546372793377,0.43566290036485716,-0.02215206874941697,0.29953333183174796,0.028919689501919893,0.9727810347909739,0.3330471679444656,2.0,0.3333333333333333,pcgrad,FDFL-PCGrad,0.5,high,0.35,0.8,PCGrad
md_knapsack,pcgrad,44,0,0.0,28,0.18569533817705186,0.0,0.0004930966469428008,0.0,3.348180535215517,0.32064789346566747,2.3789799790321107,0.37062070195051194,0.40796620378948306,2.5521316083567083,0.0012584475386373292,0.23053298133746586,0.06426245858775692,0.062080918845180404,96,433.0511069997556,0,0,0,cpu,0.0,0.0,2.3789799790321107,0.40796620378948306,0.37062070195051194,0.06426245858775692,0.23053298133746586,0.062080918845180404,0.9759046819992803,0.2828774667536077,0.0,0.0,pcgrad,FDFL-PCGrad,0.5,high,0.35,0.8,PCGrad
